account_id,customer_id,branch_id,account_type,open_date,close_date,current_balance,interest_rate,overdraft_limit,status
ACC0000315,C000226,BR015,Checking,01-10-2018,14-12-2025,0,0.14,2136.33,Closed
ACC0000316,C000297,BR040,Checking,19-12-2020,,4769.21,0.22,4873.02,Active
ACC0000317,C000430,BR025,Money Market,14-11-2022,,28472.12,2.63,0,Active
ACC0000318,C000286,BR011,IRA,23-12-2023,,17227.74,2.82,0,Active
ACC0000319,C000207,BR022,IRA,03-10-2021,14-12-2025,0,3.17,0,Closed
ACC0000320,C000412,BR023,Checking,13-04-2022,,17631.69,0.04,4831.01,Active
ACC0000321,C000211,BR009,Checking,06-07-2022,,351.19,0.01,1633.02,Active
ACC0000322,C000326,BR022,Business Checking,06-03-2021,,50.55,0.57,2737.62,Active
ACC0000323,C000342,BR037,Certificate of Deposit,11-01-2021,,48804.76,4,0,Active
ACC0000324,C000004,BR007,Money Market,30-12-2019,,7984.81,2.98,0,Active
ACC0000325,C000347,BR015,Certificate of Deposit,15-10-2023,14-12-2025,0,3.42,0,Closed
ACC0000326,C000354,BR001,Certificate of Deposit,26-06-2019,14-12-2025,0,5.38,0,Closed
ACC0000327,C000365,BR002,Money Market,12-09-2015,,7402.38,2.36,0,Active
ACC0000328,C000139,BR013,Money Market,27-01-2022,,17259.64,4.67,0,Active
ACC0000329,C000405,BR034,Money Market,26-12-2022,14-12-2025,0,3.78,0,Closed
ACC0000330,C000381,BR038,Certificate of Deposit,03-05-2021,14-12-2025,0,4.86,0,Closed
ACC0000331,C000064,BR007,Checking,21-08-2022,01-03-2024,0,0.48,1853.95,Closed
ACC0000332,C000078,BR009,IRA,13-09-2021,,33235.55,5.59,0,Active
ACC0000333,C000002,BR025,Savings,19-03-2020,,240.84,1.69,0,Active
ACC0000334,C000059,BR008,Certificate of Deposit,09-11-2021,,77939.66,4.6,0,Active
ACC0000335,C000080,BR017,Certificate of Deposit,23-09-2023,14-12-2025,0,5.68,0,Closed
ACC0000336,C000354,BR037,Savings,25-12-2011,14-12-2025,0,3.02,0,Closed
ACC0000337,C000330,BR033,Business Checking,02-05-2022,,43154.22,0.63,1781.78,Active
ACC0000338,C000249,BR017,Checking,28-02-2012,,15.14,0.42,665.99,Active
ACC0000339,C000102,BR014,Certificate of Deposit,17-02-2022,14-12-2025,0,5.37,0,Closed
ACC0000340,C000035,BR018,Business Checking,23-12-2023,,10647.51,0.45,3243.04,Active
ACC0000341,C000125,BR039,Money Market,14-11-2020,,8375.49,4.04,0,Active
ACC0000342,C000179,BR007,Business Checking,08-07-2015,31-05-2024,0,0.29,2762.06,Closed
ACC0000343,C000369,BR036,IRA,24-08-2022,14-12-2025,0,2.05,0,Closed
ACC0000344,C000135,BR027,IRA,23-07-2021,,47401.28,2.34,0,Active
ACC0000345,C000257,BR011,Certificate of Deposit,13-02-2020,14-05-2024,0,3.46,0,Closed
ACC0000346,C000135,BR037,Checking,23-09-2019,,3017.07,0.35,731.65,Active
ACC0000347,C000466,BR011,IRA,10-05-2019,,22883.61,2.83,0,Active
ACC0000348,C000364,BR015,Checking,07-03-2018,,16006.75,0.2,1753.91,Active
ACC0000349,C000148,BR030,Savings,25-12-2022,,2882.62,2.85,0,Active
ACC0000350,C000056,BR005,Checking,14-05-2022,,3151.99,0.09,4587.2,Active
ACC0000351,C000341,BR006,Business Checking,23-11-2021,,45466.22,0.33,1578.03,Active
ACC0000352,C000483,BR016,Money Market,27-11-2021,,52345.34,4.37,0,Active
ACC0000353,C000129,BR008,Money Market,31-12-2021,20-11-2023,0,3.5,0,Closed
ACC0000354,C000353,BR007,IRA,05-08-2021,,19933.11,2.11,0,Active
ACC0000355,C000057,BR023,Certificate of Deposit,23-08-2022,,39663.29,3.94,0,Active
ACC0000356,C000385,BR033,Checking,25-09-2020,,1924.24,0.08,1152.03,Active
ACC0000357,C000149,BR004,Certificate of Deposit,13-01-2018,,47150.7,3.75,0,Active
ACC0000358,C000115,BR004,Savings,23-07-2020,14-12-2025,0,2.07,0,Closed
ACC0000359,C000444,BR033,IRA,31-12-2019,,20395.07,2.73,0,Active
ACC0000360,C000333,BR026,IRA,06-08-2022,,49282.37,4.33,0,Active
ACC0000361,C000144,BR008,Business Checking,12-11-2020,,1838.06,0.67,2702.54,Active
ACC0000362,C000201,BR004,Checking,23-05-2017,,13114.57,0.13,4935.43,Active
ACC0000363,C000276,BR004,IRA,27-02-2014,,40191.4,3.69,0,Active
ACC0000364,C000342,BR001,Business Checking,12-06-2022,,34373.54,0.75,1589.25,Active
ACC0000365,C000499,BR021,Certificate of Deposit,03-04-2023,14-12-2025,0,5.23,0,Closed
ACC0000366,C000052,BR023,Business Checking,25-10-2021,,37701.52,0.79,3524.61,Active
ACC0000367,C000484,BR024,Money Market,14-08-2023,14-12-2025,0,2.26,0,Closed
ACC0000368,C000476,BR026,Checking,19-06-2022,,12279.5,0.27,3927.29,Active
ACC0000369,C000183,BR032,IRA,24-02-2020,,26019.87,5.57,0,Active
ACC0000370,C000266,BR023,IRA,23-12-2021,,42417.5,5.27,0,Active
ACC0000371,C000273,BR028,Savings,30-10-2017,14-12-2025,0,1.34,0,Closed
ACC0000372,C000061,BR033,Money Market,22-09-2023,14-12-2025,0,3.61,0,Closed
ACC0000373,C000139,BR033,Certificate of Deposit,28-05-2022,,46180.34,3.1,0,Active
ACC0000374,C000477,BR017,Certificate of Deposit,20-06-2022,14-12-2025,0,4.71,0,Closed
ACC0000375,C000497,BR033,Business Checking,15-12-2023,14-12-2025,0,0.79,1569.37,Closed
ACC0000376,C000122,BR011,Savings,28-07-2020,,906.41,3.01,0,Active
ACC0000377,C000202,BR035,Checking,08-06-2019,,86.42,0.36,3776.97,Active
ACC0000378,C000352,BR004,Savings,23-05-2020,,552.07,2.56,0,Active
ACC0000379,C000452,BR017,Savings,26-08-2019,14-12-2025,0,3.32,0,Closed
ACC0000380,C000396,BR036,Checking,14-12-2011,14-12-2025,0,0.33,2155.02,Closed
ACC0000381,C000489,BR009,Business Checking,14-01-2022,,48836.61,0.09,3345.38,Active
ACC0000382,C000162,BR034,IRA,03-12-2022,,51725.61,3.37,0,Active
ACC0000383,C000115,BR003,IRA,31-08-2020,14-12-2025,0,3.04,0,Closed
ACC0000384,C000192,BR015,Business Checking,30-10-2021,14-12-2025,0,0.49,3350.88,Closed
ACC0000385,C000364,BR038,IRA,09-05-2021,,15904.67,3.52,0,Active
ACC0000386,C000485,BR032,Checking,17-07-2017,,8815.3,0.14,2910.99,Active
ACC0000387,C000488,BR007,Certificate of Deposit,02-11-2019,,103538.89,5.29,0,Active
ACC0000388,C000458,BR011,Money Market,16-09-2021,,15175.57,3.76,0,Active
ACC0000389,C000217,BR008,Certificate of Deposit,31-01-2018,24-03-2022,0,5.63,0,Closed
ACC0000390,C000400,BR014,Certificate of Deposit,12-02-2019,,38993.45,4.03,0,Active
ACC0000391,C000116,BR003,Savings,21-09-2019,14-12-2025,0,2.56,0,Closed
ACC0000392,C000172,BR038,Money Market,29-01-2017,,25548.77,4.24,0,Active
ACC0000393,C000024,BR029,Business Checking,03-11-2018,,6664.41,0.06,906.3,Active
ACC0000394,C000345,BR028,Business Checking,04-11-2021,14-12-2025,0,0.55,4258.86,Closed
ACC0000395,C000094,BR034,Certificate of Deposit,20-07-2020,18-01-2023,0,5.46,0,Closed
ACC0000396,C000298,BR038,Money Market,22-05-2022,14-12-2025,0,3.29,0,Closed
ACC0000397,C000272,BR013,Checking,21-03-2022,,21717.79,0.48,1943.51,Active
ACC0000398,C000328,BR020,Certificate of Deposit,18-02-2018,09-08-2023,0,3.33,0,Closed
ACC0000399,C000136,BR001,Money Market,13-01-2022,,3178.04,2.38,0,Active
ACC0000400,C000420,BR002,Certificate of Deposit,25-09-2021,14-12-2025,0,5.54,0,Closed
ACC0000401,C000340,BR014,Savings,02-02-2021,,0,3.56,0,Active
ACC0000402,C000207,BR016,IRA,16-03-2022,14-12-2025,0,4.36,0,Closed
ACC0000403,C000376,BR027,Certificate of Deposit,04-07-2020,,54764.95,3.38,0,Active
ACC0000404,C000234,BR025,IRA,10-02-2020,,47118.63,3.07,0,Active
ACC0000405,C000125,BR037,Money Market,11-06-2022,,19057.24,2.85,0,Active
ACC0000406,C000248,BR029,Money Market,29-05-2023,,16892.41,3.09,0,Active
ACC0000407,C000475,BR025,Savings,27-03-2019,,7141.66,2.66,0,Active
ACC0000408,C000393,BR030,Savings,28-09-2018,,11848.9,2.68,0,Active
ACC0000409,C000382,BR037,Savings,02-04-2021,,919.15,3.63,0,Active
ACC0000410,C000417,BR004,IRA,07-05-2020,,45765.75,4.5,0,Active
ACC0000411,C000474,BR034,Checking,01-06-2021,,824.06,0.37,1339.33,Active
ACC0000412,C000157,BR035,Business Checking,18-05-2019,,38450.37,0.44,683.49,Active
ACC0000413,C000311,BR023,Savings,06-05-2020,,793.91,2.21,0,Active
ACC0000414,C000165,BR007,Business Checking,04-11-2020,14-12-2025,0,0.89,3159.02,Closed
ACC0000415,C000055,BR024,Business Checking,30-03-2020,13-07-2024,0,0.35,3549.04,Closed
ACC0000416,C000268,BR022,Checking,10-10-2019,,131.23,0.28,574.65,Active
ACC0000417,C000122,BR011,IRA,04-05-2021,04-07-2024,0,3.64,0,Closed
ACC0000418,C000062,BR024,Certificate of Deposit,17-07-2017,,5328.74,4.19,0,Active
ACC0000419,C000289,BR031,Savings,13-05-2021,,9034.39,1.4,0,Active
ACC0000420,C000354,BR015,Money Market,07-06-2011,14-12-2025,0,3.94,0,Closed
ACC0000421,C000120,BR001,Savings,28-10-2018,,9960.14,1.09,0,Active
ACC0000422,C000288,BR023,Business Checking,05-05-2023,,50592.9,0.12,2804.42,Active
ACC0000423,C000181,BR029,Checking,19-10-2019,,7634.87,0.31,1519.23,Active
ACC0000424,C000491,BR009,Money Market,01-02-2021,,10147.49,3.71,0,Active
ACC0000425,C000148,BR005,Business Checking,24-12-2022,,2112.89,0.14,3403.28,Active
ACC0000426,C000133,BR030,IRA,11-03-2022,,108.02,4.21,0,Active
ACC0000427,C000376,BR014,Money Market,28-09-2020,14-08-2022,0,3.07,0,Closed
ACC0000428,C000495,BR030,Money Market,21-12-2020,,19526.82,4.96,0,Active
ACC0000429,C000299,BR031,Certificate of Deposit,27-01-2019,,4977.39,5.39,0,Active
ACC0000430,C000051,BR005,Business Checking,09-01-2020,,19062.49,0.76,1284.65,Active
ACC0000431,C000322,BR006,Savings,20-03-2019,,9389.08,3.27,0,Active
ACC0000432,C000008,BR033,Business Checking,16-03-2021,14-12-2025,0,0.62,3609.22,Closed
ACC0000433,C000320,BR039,Certificate of Deposit,02-07-2015,,3197.25,3.45,0,Active
ACC0000434,C000146,BR004,Savings,18-10-2022,,385.76,2.86,0,Active
ACC0000435,C000290,BR020,Savings,01-08-2017,,29268.11,3.11,0,Active
ACC0000436,C000186,BR030,Business Checking,27-08-2021,,15935.05,0.1,2240.31,Active
ACC0000437,C000435,BR035,Business Checking,24-07-2022,,394.03,0.08,4715.28,Active
ACC0000438,C000052,BR003,Money Market,31-10-2017,,37774.87,3.82,0,Active
ACC0000439,C000204,BR039,Money Market,20-01-2023,14-12-2025,0,2.71,0,Closed
ACC0000440,C000154,BR030,Checking,25-07-2018,,14000.94,0.21,1118.84,Active
ACC0000441,C000074,BR023,IRA,14-03-2019,,18684.78,3.74,0,Active
ACC0000442,C000288,BR005,Checking,05-05-2023,,49.84,0.12,2034.8,Active
ACC0000443,C000497,BR007,Savings,15-12-2023,14-12-2025,0,1.64,0,Closed
ACC0000444,C000244,BR035,Checking,20-12-2022,,8777.67,0.18,1010.63,Active
ACC0000445,C000462,BR027,Money Market,23-01-2013,,5,2.31,0,Active
ACC0000446,C000333,BR026,Certificate of Deposit,01-06-2019,,18302.12,3.69,0,Active
ACC0000447,C000262,BR014,Savings,27-10-2023,,12252.82,1.41,0,Active
ACC0000448,C000241,BR039,Business Checking,01-05-2016,14-12-2025,0,0.7,4661.12,Closed
ACC0000449,C000345,BR007,Certificate of Deposit,08-11-2022,14-12-2025,0,5.17,0,Closed
ACC0000450,C000204,BR011,Money Market,20-01-2023,14-12-2025,0,2.46,0,Closed
ACC0000451,C000176,BR039,IRA,16-07-2022,,6657.97,3.18,0,Active
ACC0000452,C000059,BR032,Savings,01-07-2019,,14363.02,1.04,0,Active
ACC0000453,C000189,BR003,Certificate of Deposit,02-05-2021,,31996.69,5.16,0,Active
ACC0000454,C000431,BR006,IRA,24-01-2018,14-12-2025,0,5.79,0,Closed
ACC0000455,C000456,BR038,Checking,25-11-2011,,7695.63,0.38,4448.03,Active
ACC0000456,C000296,BR008,Business Checking,05-03-2022,14-12-2025,0,0.07,1660.74,Closed
ACC0000457,C000392,BR036,Savings,04-02-2023,,21.61,2.05,0,Active
ACC0000458,C000179,BR032,Savings,15-12-2022,,2762.56,2.77,0,Active
ACC0000459,C000455,BR033,Savings,08-11-2019,,3710.51,2.18,0,Active
ACC0000460,C000237,BR023,Certificate of Deposit,13-07-2020,,12426.32,4.92,0,Active
ACC0000461,C000166,BR006,IRA,19-09-2022,,15309.65,5.05,0,Active
ACC0000462,C000408,BR009,Certificate of Deposit,21-02-2014,,18910.15,5.08,0,Active
ACC0000463,C000127,BR002,Business Checking,09-12-2017,,18366.43,0.82,3469.93,Active
ACC0000464,C000008,BR028,Checking,01-06-2020,14-12-2025,0,0.01,4177.5,Closed
ACC0000465,C000388,BR010,Money Market,22-03-2023,,1808.35,2.74,0,Active
ACC0000466,C000060,BR024,Savings,19-06-2019,,543.79,2.31,0,Active
ACC0000467,C000205,BR013,Checking,22-12-2019,03-04-2023,0,0.06,2998.4,Closed
ACC0000468,C000001,BR001,Certificate of Deposit,02-02-2022,,69.14,4.63,0,Active
ACC0000469,C000442,BR025,Savings,28-12-2022,,12806.79,3.71,0,Active
ACC0000470,C000389,BR007,Checking,08-06-2017,,1114.31,0.02,2883.43,Active
ACC0000471,C000290,BR008,IRA,12-08-2018,,48830.17,2.56,0,Active
ACC0000472,C000071,BR037,Savings,23-01-2022,,37573.54,2.04,0,Active
ACC0000473,C000375,BR040,Money Market,10-08-2012,,24249.24,2.48,0,Active
ACC0000474,C000386,BR040,IRA,26-10-2018,,8447.28,5.47,0,Active
ACC0000475,C000091,BR024,Money Market,15-06-2022,,8756.12,2.56,0,Active
ACC0000476,C000249,BR023,IRA,01-08-2021,,9955.97,3.95,0,Active
ACC0000477,C000340,BR012,Business Checking,09-10-2019,,18448.32,0.71,1588.34,Active
ACC0000478,C000281,BR011,Money Market,13-01-2021,,3708.02,2.86,0,Active
ACC0000479,C000485,BR034,Certificate of Deposit,14-09-2022,,30481.14,3.76,0,Active
ACC0000480,C000400,BR036,IRA,03-01-2022,,51247.16,5.58,0,Active
ACC0000481,C000039,BR009,Savings,31-03-2023,,8909.22,2.54,0,Active
ACC0000482,C000480,BR023,Savings,17-10-2022,,15122.78,3.35,0,Active
ACC0000483,C000380,BR021,Certificate of Deposit,06-09-2023,,45324.1,4.04,0,Active
ACC0000484,C000073,BR033,Business Checking,24-11-2022,,142.94,0.08,918.96,Active
ACC0000485,C000061,BR019,IRA,22-09-2023,14-12-2025,0,5.2,0,Closed
ACC0000486,C000339,BR037,Money Market,12-03-2014,,22138.74,2.52,0,Active
ACC0000487,C000162,BR003,Checking,13-04-2022,,4466.48,0.02,4537.47,Active
ACC0000488,C000009,BR010,Savings,20-06-2022,,298.74,2.19,0,Active
ACC0000489,C000454,BR036,Business Checking,31-05-2020,,532.58,0.08,4551.88,Active
ACC0000490,C000207,BR020,Business Checking,12-04-2019,14-12-2025,0,0.99,3348.96,Closed
ACC0000491,C000325,BR017,Business Checking,31-03-2021,05-06-2022,0,0.37,2025.63,Closed
ACC0000492,C000183,BR038,Certificate of Deposit,26-01-2021,,34248.04,3.54,0,Active
ACC0000493,C000233,BR016,Certificate of Deposit,03-01-2020,,43404.13,5.73,0,Active
ACC0000494,C000124,BR011,Checking,23-12-2023,14-12-2025,0,0.43,2071.44,Closed
ACC0000495,C000403,BR008,Savings,26-10-2022,14-12-2025,0,2.87,0,Closed
ACC0000496,C000067,BR032,Savings,31-10-2022,,412.04,3.59,0,Active
ACC0000497,C000080,BR037,Business Checking,23-09-2023,14-12-2025,0,0.37,3766.8,Closed
ACC0000498,C000101,BR014,Money Market,16-02-2013,,28837.26,4.69,0,Active
ACC0000499,C000371,BR031,Money Market,28-09-2014,,43428.72,2.24,0,Active
ACC0000500,C000476,BR031,Money Market,10-10-2017,,28946.34,3.57,0,Active
ACC0000501,C000128,BR020,Certificate of Deposit,26-03-2023,,38386.58,4.75,0,Active
ACC0000502,C000402,BR005,IRA,20-12-2022,,29756.14,3.7,0,Active
ACC0000503,C000494,BR032,IRA,24-11-2022,10-06-2024,0,2.09,0,Closed
ACC0000504,C000180,BR004,Checking,28-03-2023,14-12-2025,0,0.35,4537,Closed
ACC0000505,C000088,BR008,Certificate of Deposit,25-08-2020,,48185.4,4.2,0,Active
ACC0000506,C000120,BR035,Money Market,04-08-2019,,50625.51,3.23,0,Active
ACC0000507,C000294,BR004,Certificate of Deposit,16-07-2016,,170.73,4.39,0,Active
ACC0000508,C000448,BR008,Certificate of Deposit,01-09-2019,,10307.37,5.84,0,Active
ACC0000509,C000370,BR022,Business Checking,01-03-2022,14-12-2025,0,0.81,4491.89,Closed
ACC0000510,C000095,BR009,IRA,28-10-2015,,33101.26,3.07,0,Active
ACC0000511,C000479,BR040,Savings,18-09-2022,,3016.59,3.85,0,Active
ACC0000512,C000293,BR005,Money Market,21-07-2019,,10544.28,4.95,0,Active
ACC0000513,C000003,BR032,Money Market,08-04-2015,14-12-2025,0,2.34,0,Closed
ACC0000514,C000226,BR039,Savings,05-08-2021,14-12-2025,0,1.44,0,Closed
ACC0000515,C000348,BR020,Business Checking,25-12-2022,,35630.17,0.95,4009.44,Active
ACC0000516,C000384,BR013,IRA,23-07-2021,,5140.94,4.17,0,Active
ACC0000517,C000242,BR027,IRA,31-01-2023,,47086.72,4.53,0,Active
ACC0000518,C000449,BR007,Savings,27-04-2022,,5,3.78,0,Active
ACC0000519,C000462,BR019,Business Checking,28-02-2019,,71502.6,0.99,3389.14,Active
ACC0000520,C000450,BR002,Business Checking,16-09-2018,,35597.02,0.75,878.63,Active
ACC0000521,C000398,BR016,Certificate of Deposit,12-06-2017,14-12-2025,0,3.46,0,Closed
ACC0000522,C000168,BR015,IRA,22-11-2018,14-12-2025,0,3.03,0,Closed
ACC0000523,C000353,BR037,IRA,20-06-2021,,30023.6,2.56,0,Active
ACC0000524,C000170,BR030,Certificate of Deposit,11-03-2020,,35194.72,4.76,0,Active
ACC0000525,C000380,BR034,IRA,06-09-2023,,26790.02,5.34,0,Active
ACC0000526,C000123,BR015,Certificate of Deposit,01-10-2019,,29772.56,4.52,0,Active
ACC0000527,C000190,BR034,Certificate of Deposit,05-06-2020,,5319.21,4.83,0,Active
ACC0000528,C000038,BR008,Savings,09-02-2022,,6111.24,2.48,0,Active
ACC0000529,C000176,BR005,Savings,25-02-2022,,1791.68,1.77,0,Active
ACC0000530,C000033,BR008,Certificate of Deposit,12-12-2022,,24538.15,3.05,0,Active
ACC0000531,C000195,BR009,Business Checking,23-04-2021,,31354.48,0.38,1227.33,Active
ACC0000532,C000441,BR037,Certificate of Deposit,08-07-2018,04-09-2023,0,5.62,0,Closed
ACC0000533,C000343,BR027,Business Checking,31-01-2023,,10760.71,0.08,4543.49,Active
ACC0000534,C000168,BR030,IRA,05-11-2022,14-12-2025,0,5.94,0,Closed
ACC0000535,C000081,BR029,Certificate of Deposit,23-12-2023,,13108.83,5.8,0,Active
ACC0000536,C000192,BR016,IRA,15-09-2020,14-12-2025,0,4.1,0,Closed
ACC0000537,C000102,BR039,IRA,14-04-2021,14-12-2025,0,2.69,0,Closed
ACC0000538,C000253,BR008,Checking,20-08-2015,14-12-2025,0,0.24,3228.93,Closed
ACC0000539,C000448,BR003,Checking,17-12-2019,,7847.5,0.05,541.39,Active
ACC0000540,C000469,BR027,Savings,16-08-2022,14-12-2025,0,2.38,0,Closed
ACC0000541,C000368,BR031,Money Market,11-09-2017,,2195.04,3.19,0,Active
ACC0000542,C000146,BR037,Money Market,06-07-2021,,31225.25,4.91,0,Active
ACC0000543,C000431,BR017,Certificate of Deposit,29-08-2019,14-12-2025,0,4.7,0,Closed
ACC0000544,C000311,BR004,Money Market,29-11-2016,,15152.75,4.6,0,Active
ACC0000545,C000093,BR013,Business Checking,06-10-2022,16-07-2023,0,0.78,956.62,Closed
ACC0000546,C000219,BR039,Money Market,27-11-2022,14-12-2025,0,4.45,0,Closed
ACC0000547,C000005,BR019,Certificate of Deposit,14-05-2018,14-12-2025,0,5.09,0,Closed
ACC0000548,C000073,BR013,Business Checking,25-05-2019,,3347.97,0.56,3485.76,Active
ACC0000549,C000187,BR031,Business Checking,28-12-2022,14-12-2025,0,0.42,522.78,Closed
ACC0000550,C000024,BR004,Certificate of Deposit,06-02-2021,,22848.73,5.77,0,Active
ACC0000551,C000216,BR006,Savings,20-06-2015,,14277.36,3.94,0,Active
ACC0000552,C000227,BR039,Business Checking,18-08-2021,,29633.52,0.91,1223.64,Active
ACC0000553,C000219,BR007,Certificate of Deposit,04-12-2021,14-12-2025,0,5.12,0,Closed
ACC0000554,C000241,BR035,Business Checking,15-03-2019,14-12-2025,0,0.11,2969.3,Closed
ACC0000555,C000371,BR022,IRA,04-05-2020,,4187.2,3.09,0,Active
ACC0000556,C000464,BR034,Money Market,28-12-2022,,29435.84,2.77,0,Active
ACC0000557,C000318,BR011,Savings,25-01-2020,,9516.65,2.48,0,Active
ACC0000558,C000251,BR023,Checking,20-11-2021,,218.5,0.25,3613.53,Active
ACC0000559,C000468,BR016,IRA,30-07-2022,,36139.54,2.07,0,Active
ACC0000560,C000287,BR023,IRA,15-10-2020,,27595.71,5.66,0,Active
ACC0000561,C000147,BR030,Certificate of Deposit,03-02-2021,,1020.47,3.46,0,Active
ACC0000562,C000325,BR039,IRA,13-01-2015,,32338.86,2.47,0,Active
ACC0000563,C000108,BR026,IRA,17-11-2021,,3070.21,4.31,0,Active
ACC0000564,C000397,BR022,IRA,30-06-2022,,469.56,3.1,0,Active
ACC0000565,C000018,BR025,Money Market,24-02-2022,,15507.79,2.51,0,Active
ACC0000566,C000478,BR007,Certificate of Deposit,01-04-2023,,21263.23,4.73,0,Active
ACC0000567,C000347,BR037,Money Market,15-10-2023,14-12-2025,0,4.01,0,Closed
ACC0000568,C000467,BR028,Savings,20-04-2022,14-12-2025,0,1.99,0,Closed
ACC0000569,C000367,BR032,IRA,26-07-2022,,54407.61,4.22,0,Active
ACC0000570,C000265,BR022,Money Market,08-07-2016,,31.67,4.79,0,Active
ACC0000571,C000203,BR026,Checking,23-12-2023,19-02-2024,0,0.24,3433.83,Closed
ACC0000572,C000281,BR036,Business Checking,11-03-2020,27-02-2024,0,0.49,1509.21,Closed
ACC0000573,C000365,BR027,Certificate of Deposit,14-02-2015,,23591.01,4.82,0,Active
ACC0000574,C000424,BR011,Business Checking,15-11-2022,,4704.56,0.01,3704.81,Active
ACC0000575,C000356,BR004,Certificate of Deposit,20-06-2014,,57978.22,4.27,0,Active
ACC0000576,C000095,BR032,Certificate of Deposit,08-10-2021,,35612.13,5.21,0,Active
ACC0000577,C000226,BR004,Business Checking,01-02-2021,14-12-2025,0,0.47,1567.62,Closed
ACC0000578,C000037,BR038,IRA,08-03-2014,,10734.74,4.61,0,Active
ACC0000579,C000187,BR023,Savings,25-08-2021,14-12-2025,0,2.9,0,Closed
ACC0000580,C000003,BR035,IRA,07-10-2021,14-12-2025,0,5.32,0,Closed
ACC0000581,C000266,BR003,Checking,09-05-2022,21-11-2023,0,0.09,1964.3,Closed
ACC0000582,C000312,BR003,Savings,06-08-2020,,16203.89,1.72,0,Active
ACC0000583,C000151,BR012,Checking,02-06-2018,,10150.64,0.22,3859.21,Active
ACC0000584,C000140,BR015,Checking,11-06-2018,14-12-2025,0,0.2,3423.35,Closed
ACC0000585,C000068,BR005,Money Market,15-09-2021,,12.09,3.67,0,Active
ACC0000586,C000237,BR007,Savings,21-08-2020,,4414.2,1.23,0,Active
ACC0000587,C000001,BR040,Money Market,09-07-2022,,26156.11,3.71,0,Active
ACC0000588,C000477,BR020,Certificate of Deposit,16-10-2022,14-12-2025,0,5.8,0,Closed
ACC0000589,C000006,BR037,IRA,21-07-2021,,6627.09,2.83,0,Active
ACC0000590,C000293,BR034,Checking,08-12-2019,,9131.5,0.31,4321.51,Active
ACC0000591,C000412,BR025,Money Market,28-08-2022,,24497.62,2.84,0,Active
ACC0000592,C000360,BR005,Business Checking,10-12-2018,,24077.2,0.06,3459.26,Active
ACC0000593,C000138,BR005,Money Market,08-04-2017,,23510.67,4.31,0,Active
ACC0000594,C000313,BR032,Business Checking,06-12-2022,14-12-2025,0,0.12,3057.39,Closed
ACC0000595,C000228,BR024,Money Market,25-03-2017,,14028.26,2.56,0,Active
ACC0000596,C000006,BR012,Savings,03-04-2022,,23417.59,1.39,0,Active
ACC0000597,C000360,BR005,Business Checking,25-11-2021,,20232.11,0.12,921.54,Active
ACC0000598,C000154,BR002,Savings,05-12-2019,,869.77,1.38,0,Active
ACC0000599,C000217,BR007,Certificate of Deposit,07-11-2019,,21819.2,5.78,0,Active
ACC0000600,C000055,BR025,Business Checking,23-04-2019,,17638.31,0.65,2154.72,Active
ACC0000601,C000297,BR013,Business Checking,12-05-2021,,22753.62,0.75,1693.41,Active
ACC0000602,C000389,BR027,Business Checking,05-01-2022,,16368.38,0.58,1597.95,Active
ACC0000603,C000241,BR015,Business Checking,13-04-2017,29-06-2022,0,0.96,4878.55,Closed
ACC0000604,C000480,BR029,Money Market,21-12-2022,,38038.8,2.97,0,Active
ACC0000605,C000380,BR034,Money Market,06-09-2023,,39076.78,3.28,0,Active
ACC0000606,C000329,BR002,Savings,07-11-2020,,8008.01,1.46,0,Active
ACC0000607,C000471,BR040,Savings,25-01-2021,,8974.17,1.42,0,Active
ACC0000608,C000290,BR013,Certificate of Deposit,18-08-2019,,16892.59,4.35,0,Active
ACC0000609,C000325,BR002,Business Checking,22-09-2013,,20444.61,0.37,2268.94,Active
ACC0000610,C000135,BR024,Certificate of Deposit,12-07-2018,,39037.92,3.34,0,Active
ACC0000611,C000389,BR008,Savings,19-11-2019,,5,2.92,0,Active
ACC0000612,C000162,BR006,Certificate of Deposit,28-09-2020,,14442.67,5.95,0,Active
ACC0000613,C000230,BR034,Money Market,08-05-2022,,27400.48,3.52,0,Active
ACC0000614,C000262,BR020,Certificate of Deposit,27-10-2023,,49695.23,5.52,0,Active
ACC0000615,C000313,BR027,Certificate of Deposit,18-07-2016,14-12-2025,0,3.37,0,Closed
ACC0000616,C000442,BR039,IRA,25-12-2022,,22852.88,2.04,0,Active
ACC0000617,C000450,BR009,Business Checking,20-11-2021,,41057.47,0.29,4514.21,Active
ACC0000618,C000036,BR039,Certificate of Deposit,01-05-2021,,59135.65,5.76,0,Active
ACC0000619,C000214,BR026,IRA,23-12-2023,14-12-2025,0,2.55,0,Closed
ACC0000620,C000301,BR019,Certificate of Deposit,13-12-2017,,33135.45,5.61,0,Active
ACC0000621,C000285,BR019,IRA,26-05-2020,,52398.7,5.6,0,Active
ACC0000622,C000475,BR014,Money Market,06-01-2022,,52364.11,2.73,0,Active
ACC0000623,C000263,BR032,Checking,15-04-2023,14-12-2025,0,0.32,3340.12,Closed
ACC0000624,C000139,BR030,Savings,21-08-2022,,4967.26,1.55,0,Active
ACC0000625,C000165,BR021,Business Checking,16-03-2021,14-12-2025,0,0.87,4076.65,Closed
ACC0000626,C000442,BR024,IRA,25-12-2022,,16164.25,5.5,0,Active
