card_id,account_id,card_type,issue_date,expiry_date,credit_limit,outstanding_balance,reward_points,is_active,network
CARD000283,ACC0000244,Debit,2021-11-12,2022-03-21,0.0,0.0,1704,No,Discover
CARD000284,ACC0000232,Credit,2023-04-14,2026-01-06,38398.01,2459.0,47576,Yes,Mastercard
CARD000285,ACC0000394,Credit,2023-07-08,2025-05-19,24100.42,17586.74,14352,No,Discover
CARD000286,ACC0000354,Debit,2023-10-21,2026-03-14,0.0,0.0,26960,Yes,Visa
CARD000287,ACC0000573,Debit,2018-07-07,2018-12-03,0.0,0.0,22238,No,American Express
CARD000288,ACC0000523,Credit,2021-11-11,2023-10-03,8451.92,2410.51,44147,No,Visa
CARD000289,ACC0000602,Debit,2023-06-01,2023-10-25,0.0,0.0,38672,No,Mastercard
CARD000290,ACC0000666,Credit,2022-09-13,2022-09-25,42933.08,25185.53,38785,No,American Express
CARD000291,ACC0000631,Credit,2023-03-20,2026-02-23,44763.44,30281.08,43537,Yes,Visa
CARD000292,ACC0000632,Credit,2023-01-26,2023-06-19,17585.88,5083.98,21886,No,Mastercard
CARD000293,ACC0000425,Debit,2023-10-05,2024-09-29,0.0,0.0,46385,No,American Express
CARD000294,ACC0000627,Credit,2024-06-15,2027-02-15,45095.52,7085.65,6097,No,American Express
CARD000295,ACC0000434,Credit,2023-11-27,2024-02-01,11463.04,5357.13,27871,No,Discover
CARD000296,ACC0000485,Debit,2024-05-26,2025-08-26,0.0,0.0,29435,No,Mastercard
CARD000297,ACC0000399,Credit,2022-03-04,2024-12-12,14494.78,140.21,3398,No,Visa
CARD000298,ACC0000313,Credit,2019-09-12,2021-08-17,21027.14,13882.63,41575,No,Discover
CARD000299,ACC0000398,Credit,2022-06-26,2024-02-13,2158.28,415.25,37028,No,Discover
CARD000300,ACC0000468,Debit,2022-02-25,2024-04-18,0.0,0.0,37670,No,American Express
CARD000301,ACC0000355,Credit,2023-04-29,2024-11-12,19024.7,6699.35,17576,No,American Express
CARD000302,ACC0000111,Credit,2022-06-22,2023-03-07,4630.11,115.22,34429,No,Mastercard
CARD000303,ACC0000658,Credit,2023-11-25,2025-03-18,31881.86,7556.15,34909,No,American Express
CARD000304,ACC0000135,Debit,2024-07-26,2024-10-14,0.0,0.0,11021,No,American Express
CARD000305,ACC0000312,Debit,2024-07-22,2027-02-28,0.0,0.0,40718,Yes,Mastercard
CARD000306,ACC0000385,Credit,2023-05-11,2023-07-11,4218.36,1256.73,597,No,Visa
CARD000307,ACC0000686,Debit,2023-11-04,2024-02-22,0.0,0.0,14153,No,Mastercard
CARD000308,ACC0000100,Debit,2021-03-01,2023-12-11,0.0,0.0,727,No,Mastercard
CARD000309,ACC0000081,Credit,2021-03-31,2021-12-12,37322.55,15931.24,9842,No,Discover
CARD000310,ACC0000160,Credit,2018-02-16,2019-06-05,49085.85,38640.82,27757,No,American Express
CARD000311,ACC0000203,Credit,2020-08-16,2020-10-07,4479.15,3476.96,47175,No,American Express
CARD000312,ACC0000281,Debit,2020-01-09,2020-02-24,0.0,0.0,10325,No,Mastercard
CARD000313,ACC0000172,Debit,2020-08-23,2021-11-03,0.0,0.0,19528,No,Discover
CARD000314,ACC0000392,Credit,2021-02-27,2022-02-26,27000.41,13251.29,9695,No,Discover
CARD000315,ACC0000675,Debit,2018-01-18,2018-11-14,0.0,0.0,37259,No,Visa
CARD000316,ACC0000406,Debit,2023-06-06,2025-04-16,0.0,0.0,9661,No,Mastercard
CARD000317,ACC0000611,Debit,2020-02-01,2020-02-08,0.0,0.0,21986,No,American Express
CARD000318,ACC0000348,Debit,2019-01-30,2022-01-29,0.0,0.0,5863,No,Visa
CARD000319,ACC0000399,Credit,2022-06-14,2024-11-02,39695.36,10598.28,13960,No,Mastercard
CARD000320,ACC0000466,Credit,2020-03-16,2020-08-22,44885.35,34189.13,14190,No,Mastercard
CARD000321,ACC0000111,Debit,2023-08-18,2025-09-03,0.0,0.0,14252,No,Mastercard
CARD000322,ACC0000363,Debit,2018-10-31,2019-12-04,0.0,0.0,20024,No,Mastercard
CARD000323,ACC0000251,Debit,2022-05-22,2023-03-14,0.0,0.0,19588,No,American Express
CARD000324,ACC0000620,Debit,2022-11-03,2025-03-26,0.0,0.0,1906,No,Mastercard
CARD000325,ACC0000473,Credit,2022-04-01,2025-01-28,10379.85,2561.07,15609,No,Mastercard
CARD000326,ACC0000160,Credit,2018-01-26,2019-05-28,9022.74,180.7,15399,No,Discover
CARD000327,ACC0000253,Credit,2021-08-12,2024-06-13,44536.29,30225.78,48742,No,American Express
CARD000328,ACC0000645,Credit,2023-08-11,2025-06-06,23534.42,10935.86,24525,No,Visa
CARD000329,ACC0000151,Credit,2023-08-24,2025-07-23,8948.17,5015.82,15620,No,Mastercard
CARD000330,ACC0000542,Credit,2022-03-21,2022-08-01,36943.79,16869.1,27953,No,Discover
CARD000331,ACC0000479,Credit,2022-10-06,2024-12-01,6914.02,3574.7,36866,No,American Express
CARD000332,ACC0000084,Debit,2023-04-19,2025-09-26,0.0,0.0,31171,No,American Express
CARD000333,ACC0000044,Credit,2020-07-03,2021-09-09,23253.35,18004.73,48879,No,Discover
CARD000334,ACC0000102,Debit,2023-05-09,2024-06-11,0.0,0.0,3176,No,Mastercard
CARD000335,ACC0000006,Credit,2019-10-19,2022-01-14,11124.38,6428.39,102,No,Visa
CARD000336,ACC0000551,Credit,2020-02-17,2021-11-22,1900.95,6.33,18648,No,Mastercard
CARD000337,ACC0000393,Credit,2023-01-25,2024-02-24,26166.68,13234.2,3684,No,Discover
CARD000338,ACC0000692,Credit,2023-05-25,2025-07-14,19776.38,2039.44,25744,No,Mastercard
CARD000339,ACC0000670,Debit,2023-06-11,2024-09-22,0.0,0.0,44091,No,Visa
CARD000340,ACC0000157,Credit,2018-10-29,2021-10-27,46452.09,16279.97,20845,No,Mastercard
CARD000341,ACC0000387,Debit,2021-02-16,2022-12-26,0.0,0.0,22385,No,American Express
CARD000342,ACC0000015,Debit,2019-04-02,2021-02-03,0.0,0.0,27710,No,Mastercard
CARD000343,ACC0000559,Credit,2022-08-14,2023-05-15,32411.07,24767.56,39018,No,Visa
CARD000344,ACC0000242,Debit,2022-09-14,2023-08-26,0.0,0.0,13791,No,Discover
CARD000345,ACC0000635,Debit,2023-05-25,2024-04-13,0.0,0.0,14728,No,Mastercard
CARD000346,ACC0000520,Credit,2021-06-19,2022-10-30,33064.99,22419.18,28384,No,Discover
CARD000347,ACC0000617,Credit,2023-07-21,2023-08-14,30723.76,18141.46,12510,No,Mastercard
CARD000348,ACC0000518,Debit,2023-01-11,2023-01-20,0.0,0.0,4539,No,Mastercard
CARD000349,ACC0000142,Debit,2022-08-18,2025-07-07,0.0,0.0,39200,No,American Express
CARD000350,ACC0000420,Credit,2022-03-15,2025-01-14,37180.43,2266.13,20453,No,Discover
CARD000351,ACC0000350,Credit,2023-05-09,2026-04-23,11683.8,3159.36,48637,Yes,Discover
CARD000352,ACC0000051,Credit,2023-04-13,2025-09-19,43507.48,6596.35,6250,No,Visa
CARD000353,ACC0000170,Debit,2022-09-21,2023-06-20,0.0,0.0,18362,No,American Express
CARD000354,ACC0000133,Credit,2019-05-20,2021-11-29,3676.16,276.62,18856,No,Discover
CARD000355,ACC0000092,Credit,2021-06-22,2021-10-17,25722.15,9906.1,12780,No,Discover
CARD000356,ACC0000432,Debit,2023-10-05,2024-01-01,0.0,0.0,11305,No,American Express
CARD000357,ACC0000614,Debit,2024-01-28,2026-12-18,0.0,0.0,1094,Yes,American Express
CARD000358,ACC0000479,Debit,2023-12-05,2025-09-06,0.0,0.0,16733,No,Visa
CARD000359,ACC0000625,Debit,2022-07-28,2023-07-25,0.0,0.0,14652,No,American Express
CARD000360,ACC0000129,Credit,2024-07-20,2025-01-31,22049.4,14.02,13049,No,Visa
CARD000361,ACC0000693,Debit,2023-12-06,2026-10-19,0.0,0.0,964,Yes,Discover
CARD000362,ACC0000420,Debit,2022-04-08,2025-02-06,0.0,0.0,48764,No,American Express
CARD000363,ACC0000263,Debit,2023-10-23,2024-05-15,0.0,0.0,39247,No,Visa
CARD000364,ACC0000506,Credit,2021-01-14,2022-12-04,23441.7,8869.86,15040,No,Discover
CARD000365,ACC0000398,Credit,2019-09-19,2020-12-26,13986.73,9408.12,3324,No,Mastercard
CARD000366,ACC0000161,Debit,2018-01-19,2019-11-09,0.0,0.0,47245,No,Discover
CARD000367,ACC0000512,Debit,2023-07-16,2025-06-28,0.0,0.0,31882,No,American Express
CARD000368,ACC0000449,Debit,2022-12-17,2024-06-08,0.0,0.0,28246,No,Mastercard
CARD000369,ACC0000010,Credit,2022-11-25,2024-05-27,35729.12,22279.6,30023,No,Discover
CARD000370,ACC0000418,Debit,2018-07-08,2020-02-11,0.0,0.0,36071,No,Discover
CARD000371,ACC0000349,Debit,2023-02-22,2025-10-18,0.0,0.0,30241,No,Mastercard
CARD000372,ACC0000436,Debit,2022-04-25,2023-08-25,0.0,0.0,22033,No,Discover
CARD000373,ACC0000285,Credit,2018-04-11,2019-09-21,16660.06,13024.52,17112,No,Mastercard
CARD000374,ACC0000047,Credit,2019-05-08,2020-12-09,9711.33,1903.95,35536,No,Discover
CARD000375,ACC0000099,Debit,2022-11-19,2023-09-28,0.0,0.0,49699,No,Discover
CARD000376,ACC0000230,Credit,2019-03-17,2020-08-10,28709.44,20127.33,22079,No,Visa
CARD000377,ACC0000150,Debit,2023-06-15,2024-06-08,0.0,0.0,36091,No,American Express
CARD000378,ACC0000275,Debit,2022-05-15,2022-09-18,0.0,0.0,20636,No,Visa
CARD000379,ACC0000351,Credit,2023-01-15,2024-09-13,48567.69,36614.87,39232,No,American Express
CARD000380,ACC0000271,Debit,2022-05-20,2024-04-17,0.0,0.0,7904,No,American Express
CARD000381,ACC0000139,Debit,2021-08-07,2023-11-23,0.0,0.0,29147,No,Discover
CARD000382,ACC0000237,Credit,2021-07-31,2022-04-25,19846.28,376.97,26249,No,Visa
CARD000383,ACC0000540,Credit,2023-09-08,2024-11-29,4469.96,439.02,27233,No,American Express
CARD000384,ACC0000427,Debit,2020-10-17,2023-03-10,0.0,0.0,13823,No,Mastercard
CARD000385,ACC0000679,Credit,2023-06-11,2023-10-03,26295.45,3464.38,17475,No,Discover
CARD000386,ACC0000544,Credit,2018-03-05,2020-01-15,32924.38,12357.84,46133,No,Mastercard
CARD000387,ACC0000057,Debit,2018-07-25,2019-05-17,0.0,0.0,10131,No,Visa
CARD000388,ACC0000336,Debit,2023-11-02,2025-08-30,0.0,0.0,49245,No,Visa
CARD000389,ACC0000413,Credit,2022-06-27,2023-11-09,35194.29,18949.14,45099,No,Visa
CARD000390,ACC0000455,Debit,2019-12-23,2022-08-13,0.0,0.0,12253,No,Visa
CARD000391,ACC0000448,Credit,2020-09-28,2022-05-08,22682.35,4456.93,47796,No,Visa
CARD000392,ACC0000069,Credit,2024-03-07,2024-07-26,42812.24,3234.98,44520,No,Visa
CARD000393,ACC0000543,Debit,2020-03-21,2020-08-16,0.0,0.0,34018,No,Visa
CARD000394,ACC0000245,Debit,2021-11-29,2022-08-09,0.0,0.0,11450,No,Mastercard
CARD000395,ACC0000192,Debit,2022-09-26,2024-09-02,0.0,0.0,44170,No,Discover
CARD000396,ACC0000206,Debit,2022-05-13,2025-04-08,0.0,0.0,38987,No,American Express
CARD000397,ACC0000133,Debit,2020-09-18,2020-11-19,0.0,0.0,49891,No,Visa
CARD000398,ACC0000639,Debit,2021-03-07,2021-12-14,0.0,0.0,26622,No,Visa
CARD000399,ACC0000199,Credit,2020-12-07,2021-12-26,10227.5,750.8,45478,No,Visa
CARD000400,ACC0000060,Credit,2023-06-25,2026-02-25,47392.97,13632.76,36043,Yes,Discover
CARD000401,ACC0000089,Credit,2022-03-24,2023-10-07,5225.4,10.16,34666,No,Visa
CARD000402,ACC0000136,Credit,2022-10-04,2023-05-18,13069.89,8909.22,10968,No,Discover
CARD000403,ACC0000405,Debit,2022-06-29,2025-01-29,0.0,0.0,27606,No,Visa
CARD000404,ACC0000009,Debit,2019-11-20,2020-05-22,0.0,0.0,17381,No,Mastercard
CARD000405,ACC0000193,Debit,2023-06-12,2025-05-04,0.0,0.0,17153,No,Mastercard
CARD000406,ACC0000463,Debit,2021-07-15,2023-12-21,0.0,0.0,21670,No,Discover
CARD000407,ACC0000199,Debit,2022-07-27,2023-04-21,0.0,0.0,19664,No,Discover
CARD000408,ACC0000058,Credit,2023-07-03,2025-11-26,38602.16,14760.17,3921,No,American Express
CARD000409,ACC0000127,Credit,2023-01-19,2023-11-08,25230.03,18451.76,47549,No,Discover
CARD000410,ACC0000473,Credit,2021-02-04,2021-02-19,35467.52,25588.14,25014,No,Discover
CARD000411,ACC0000281,Debit,2018-07-16,2020-10-15,0.0,0.0,14011,No,American Express
CARD000412,ACC0000426,Credit,2022-05-05,2025-03-28,37710.84,25714.93,34914,No,Mastercard
CARD000413,ACC0000584,Credit,2023-03-22,2024-08-19,5956.02,952.63,13968,No,Visa
CARD000414,ACC0000314,Credit,2023-08-06,2025-03-22,8331.69,3829.02,30324,No,Discover
CARD000415,ACC0000580,Credit,2022-10-22,2023-03-22,14758.79,2652.33,23939,No,Discover
CARD000416,ACC0000518,Debit,2022-11-01,2023-11-27,0.0,0.0,869,No,Mastercard
CARD000417,ACC0000504,Debit,2023-11-06,2025-01-27,0.0,0.0,31797,No,American Express
CARD000418,ACC0000537,Debit,2023-05-25,2024-09-24,0.0,0.0,23735,No,Visa
CARD000419,ACC0000373,Debit,2022-06-24,2024-06-05,0.0,0.0,31434,No,Mastercard
CARD000420,ACC0000506,Debit,2021-01-27,2021-05-26,0.0,0.0,6032,No,Mastercard
CARD000421,ACC0000500,Credit,2020-06-04,2022-10-16,40976.16,4240.74,16414,No,American Express
CARD000422,ACC0000504,Credit,2023-08-06,2025-09-17,9803.84,2542.43,11898,No,Visa
CARD000423,ACC0000431,Debit,2020-07-25,2023-07-01,0.0,0.0,20522,No,Visa
CARD000424,ACC0000635,Credit,2023-08-05,2026-05-10,9814.32,6779.78,28303,Yes,Mastercard
CARD000425,ACC0000379,Debit,2022-03-23,2023-12-25,0.0,0.0,40443,No,Visa
CARD000426,ACC0000206,Debit,2023-11-09,2024-10-08,0.0,0.0,16973,No,Discover
CARD000427,ACC0000544,Debit,2022-01-06,2024-01-26,0.0,0.0,26122,No,Discover
CARD000428,ACC0000379,Debit,2021-10-01,2023-08-18,0.0,0.0,4074,No,American Express
CARD000429,ACC0000633,Debit,2022-01-04,2023-01-05,0.0,0.0,15549,No,American Express
CARD000430,ACC0000523,Debit,2023-11-10,2025-12-23,0.0,0.0,37969,Yes,Visa
CARD000431,ACC0000562,Credit,2023-09-21,2024-12-09,38291.15,6440.77,18595,No,Visa
CARD000432,ACC0000633,Debit,2020-09-13,2022-04-30,0.0,0.0,41933,No,Visa
CARD000433,ACC0000551,Debit,2020-05-06,2022-08-09,0.0,0.0,27398,No,American Express
CARD000434,ACC0000143,Credit,2023-11-04,2024-07-12,39949.68,27834.91,40447,No,Mastercard
CARD000435,ACC0000190,Credit,2021-10-26,2021-12-10,42422.86,6410.67,23835,No,Discover
CARD000436,ACC0000069,Debit,2024-04-12,2024-06-03,0.0,0.0,27339,No,Visa
CARD000437,ACC0000457,Debit,2023-10-23,2026-05-07,0.0,0.0,4586,Yes,Visa
CARD000438,ACC0000284,Credit,2023-10-05,2025-03-08,3679.88,1059.15,4375,No,Discover
CARD000439,ACC0000193,Debit,2023-10-29,2025-11-09,0.0,0.0,26507,No,Discover
CARD000440,ACC0000599,Credit,2022-11-17,2024-08-18,27303.17,13348.54,43170,No,American Express
CARD000441,ACC0000577,Debit,2022-01-07,2024-02-05,0.0,0.0,43441,No,Visa
CARD000442,ACC0000500,Credit,2020-11-28,2023-06-12,2437.57,437.08,8134,No,Visa
CARD000443,ACC0000692,Credit,2023-05-19,2025-09-06,28820.89,16925.5,40209,No,Discover
CARD000444,ACC0000164,Debit,2021-05-31,2022-12-23,0.0,0.0,42619,No,Mastercard
CARD000445,ACC0000573,Debit,2021-09-28,2021-11-26,0.0,0.0,5939,No,Mastercard
CARD000446,ACC0000441,Debit,2023-12-15,2025-03-07,0.0,0.0,8719,No,American Express
CARD000447,ACC0000330,Debit,2021-07-12,2023-08-07,0.0,0.0,46826,No,Discover
CARD000448,ACC0000308,Credit,2022-09-07,2024-12-28,38342.53,2912.12,15042,No,American Express
CARD000449,ACC0000083,Debit,2023-09-07,2025-11-22,0.0,0.0,22949,No,Visa
CARD000450,ACC0000017,Debit,2022-02-08,2022-12-16,0.0,0.0,1868,No,Discover
CARD000451,ACC0000164,Credit,2021-03-06,2023-10-02,9693.02,706.15,19402,No,Mastercard
CARD000452,ACC0000309,Credit,2019-05-13,2019-07-14,47564.81,29253.41,48382,No,American Express
CARD000453,ACC0000494,Debit,2024-01-13,2024-04-17,0.0,0.0,14887,No,Discover
CARD000454,ACC0000320,Debit,2022-07-21,2024-04-25,0.0,0.0,6971,No,American Express
CARD000455,ACC0000199,Debit,2023-10-14,2025-02-08,0.0,0.0,28361,No,Discover
CARD000456,ACC0000102,Debit,2023-09-01,2024-11-01,0.0,0.0,37582,No,Mastercard
CARD000457,ACC0000492,Credit,2021-10-29,2022-06-09,27582.19,6041.26,20332,No,Mastercard
CARD000458,ACC0000174,Debit,2023-01-23,2024-02-23,0.0,0.0,46325,No,Discover
CARD000459,ACC0000224,Debit,2022-07-11,2025-02-11,0.0,0.0,25431,No,Mastercard
CARD000460,ACC0000689,Credit,2022-05-15,2025-02-12,46077.69,25683.58,14402,No,American Express
CARD000461,ACC0000483,Debit,2023-10-22,2026-07-12,0.0,0.0,5054,Yes,Discover
CARD000462,ACC0000185,Credit,2022-09-23,2022-12-18,9198.68,2715.06,41210,No,Visa
CARD000463,ACC0000227,Debit,2023-01-26,2023-07-27,0.0,0.0,32949,No,Mastercard
CARD000464,ACC0000036,Debit,2022-08-01,2023-09-14,0.0,0.0,44753,No,Discover
CARD000465,ACC0000088,Debit,2023-06-30,2024-05-15,0.0,0.0,26981,No,American Express
CARD000466,ACC0000093,Debit,2023-09-15,2026-06-13,0.0,0.0,21513,No,Visa
CARD000467,ACC0000454,Credit,2022-12-29,2025-02-26,47397.18,1888.81,31013,No,Mastercard
CARD000468,ACC0000656,Credit,2023-11-03,2023-11-30,25224.48,14387.04,39904,No,Mastercard
CARD000469,ACC0000325,Debit,2023-12-29,2026-05-23,0.0,0.0,9695,No,Mastercard
CARD000470,ACC0000082,Debit,2023-07-11,2025-04-15,0.0,0.0,34615,No,American Express
CARD000471,ACC0000606,Credit,2022-12-23,2024-01-24,49784.02,19237.89,3739,No,Mastercard
CARD000472,ACC0000502,Debit,2023-04-10,2024-05-03,0.0,0.0,23329,No,Mastercard
CARD000473,ACC0000530,Credit,2023-06-30,2024-03-31,37230.44,4790.28,25689,No,Visa
CARD000474,ACC0000639,Debit,2021-09-28,2023-08-23,0.0,0.0,8378,No,Mastercard
CARD000475,ACC0000341,Credit,2023-05-28,2024-03-19,17285.79,5372.0,15114,No,Discover
CARD000476,ACC0000609,Debit,2019-05-29,2021-02-03,0.0,0.0,15174,No,American Express
CARD000477,ACC0000127,Debit,2020-11-17,2023-01-14,0.0,0.0,11675,No,American Express
CARD000478,ACC0000404,Debit,2022-11-26,2025-11-02,0.0,0.0,36922,No,Mastercard
CARD000479,ACC0000350,Debit,2023-08-24,2023-10-12,0.0,0.0,335,No,American Express
CARD000480,ACC0000472,Debit,2022-07-30,2023-10-28,0.0,0.0,38504,No,Discover
CARD000481,ACC0000030,Debit,2023-06-21,2025-10-23,0.0,0.0,32668,No,Discover
CARD000482,ACC0000054,Debit,2021-11-25,2024-11-07,0.0,0.0,14012,No,Visa
CARD000483,ACC0000376,Debit,2021-09-11,2023-12-30,0.0,0.0,45280,No,Mastercard
CARD000484,ACC0000157,Credit,2020-03-02,2021-09-15,17198.9,6139.59,45947,No,Visa
CARD000485,ACC0000001,Debit,2022-10-22,2024-06-03,0.0,0.0,43469,No,Mastercard
CARD000486,ACC0000200,Debit,2022-11-13,2024-11-19,0.0,0.0,13340,No,American Express
CARD000487,ACC0000265,Debit,2022-07-29,2023-08-04,0.0,0.0,5656,No,Discover
CARD000488,ACC0000328,Credit,2022-03-16,2023-11-27,17656.92,2319.26,42896,No,Discover
CARD000489,ACC0000654,Debit,2023-09-16,2025-11-08,0.0,0.0,10698,No,American Express
CARD000490,ACC0000634,Debit,2024-03-17,2024-06-01,0.0,0.0,29066,No,Visa
CARD000491,ACC0000170,Credit,2022-06-19,2022-08-18,14066.04,1012.89,3940,No,Mastercard
CARD000492,ACC0000586,Debit,2020-09-25,2022-06-09,0.0,0.0,10909,No,Visa
CARD000493,ACC0000489,Debit,2020-06-11,2022-03-11,0.0,0.0,18683,No,Mastercard
CARD000494,ACC0000046,Credit,2024-01-07,2025-06-26,32500.19,13466.56,46774,No,Mastercard
CARD000495,ACC0000639,Debit,2022-08-23,2023-02-13,0.0,0.0,22161,No,Mastercard
CARD000496,ACC0000253,Credit,2021-12-31,2023-12-18,23273.09,5188.01,29093,No,Mastercard
CARD000497,ACC0000500,Debit,2023-12-10,2025-01-27,0.0,0.0,17350,No,Mastercard
CARD000498,ACC0000236,Credit,2022-05-21,2023-08-25,7949.55,4227.14,1907,No,Visa
CARD000499,ACC0000152,Debit,2023-07-08,2026-03-14,0.0,0.0,26451,Yes,Visa
CARD000500,ACC0000566,Debit,2024-02-10,2025-12-23,0.0,0.0,20657,Yes,Visa
CARD000501,ACC0000674,Credit,2018-07-27,2019-03-04,24753.14,8946.13,36934,No,Mastercard
CARD000502,ACC0000021,Debit,2020-01-22,2021-11-13,0.0,0.0,13093,No,Mastercard
CARD000503,ACC0000486,Debit,2023-01-30,2024-03-30,0.0,0.0,39170,No,American Express
CARD000504,ACC0000113,Debit,2023-08-29,2024-07-30,0.0,0.0,45436,No,Visa
CARD000505,ACC0000212,Debit,2022-11-21,2025-08-24,0.0,0.0,30354,No,Discover
CARD000506,ACC0000485,Debit,2023-11-30,2025-02-22,0.0,0.0,35756,No,American Express
CARD000507,ACC0000589,Credit,2021-11-05,2024-08-06,38570.73,8551.98,26132,No,Visa
CARD000508,ACC0000163,Debit,2023-05-20,2023-10-25,0.0,0.0,30279,No,American Express
CARD000509,ACC0000677,Debit,2024-02-29,2026-07-01,0.0,0.0,11249,Yes,Discover
CARD000510,ACC0000137,Credit,2023-03-23,2023-04-03,6775.32,4799.65,45733,No,Visa
CARD000511,ACC0000003,Debit,2023-03-02,2026-01-07,0.0,0.0,18405,No,Visa
CARD000512,ACC0000389,Credit,2019-01-16,2021-10-30,4242.06,3321.03,30658,No,American Express
CARD000513,ACC0000092,Debit,2021-09-04,2024-03-19,0.0,0.0,27062,No,Discover
CARD000514,ACC0000487,Credit,2023-08-27,2025-09-28,6858.22,1698.12,49377,No,Mastercard
CARD000515,ACC0000021,Debit,2020-08-17,2022-06-09,0.0,0.0,36243,No,Discover
CARD000516,ACC0000258,Debit,2020-02-24,2020-09-15,0.0,0.0,32136,No,American Express
CARD000517,ACC0000663,Debit,2024-03-28,2025-10-12,0.0,0.0,33596,No,Mastercard
CARD000518,ACC0000303,Credit,2023-11-25,2024-10-15,16733.75,7369.89,18529,No,Discover
CARD000519,ACC0000686,Debit,2023-12-09,2024-07-07,0.0,0.0,49278,No,Visa
CARD000520,ACC0000040,Credit,2020-06-20,2022-03-22,36178.42,22660.44,21396,No,Discover
CARD000521,ACC0000314,Debit,2020-06-08,2021-05-07,0.0,0.0,35495,No,Discover
CARD000522,ACC0000474,Debit,2019-03-30,2020-09-18,0.0,0.0,9778,No,Discover
CARD000523,ACC0000411,Debit,2022-10-19,2024-03-28,0.0,0.0,13790,No,Mastercard
CARD000524,ACC0000435,Credit,2019-10-09,2020-07-17,18635.76,8329.07,46903,No,Visa
CARD000525,ACC0000697,Debit,2023-10-14,2025-06-03,0.0,0.0,36444,No,Visa
CARD000526,ACC0000348,Debit,2020-12-18,2022-04-15,0.0,0.0,19042,No,American Express
CARD000527,ACC0000562,Credit,2018-07-06,2020-09-24,8398.72,4018.41,36268,No,Mastercard
CARD000528,ACC0000424,Credit,2023-04-24,2023-08-24,44512.09,27677.64,24283,No,Visa
CARD000529,ACC0000424,Debit,2021-08-25,2022-10-25,0.0,0.0,45177,No,Visa
CARD000530,ACC0000651,Credit,2021-01-19,2023-05-27,24954.01,9382.69,29348,No,Mastercard
CARD000531,ACC0000074,Debit,2021-04-30,2022-09-03,0.0,0.0,32792,No,Discover
CARD000532,ACC0000321,Debit,2023-12-05,2024-11-12,0.0,0.0,4459,No,Visa
CARD000533,ACC0000485,Debit,2023-12-06,2026-01-16,0.0,0.0,42440,No,Discover
CARD000534,ACC0000038,Debit,2023-10-20,2025-07-09,0.0,0.0,23233,No,Mastercard
CARD000535,ACC0000651,Credit,2019-04-23,2022-01-30,13270.39,9896.12,37296,No,Visa
CARD000536,ACC0000176,Debit,2019-11-19,2021-07-19,0.0,0.0,20008,No,Visa
CARD000537,ACC0000640,Debit,2023-04-14,2024-02-13,0.0,0.0,4319,No,Visa
CARD000538,ACC0000048,Debit,2022-02-19,2024-11-29,0.0,0.0,5540,No,American Express
CARD000539,ACC0000387,Debit,2021-08-26,2023-07-29,0.0,0.0,14836,No,Visa
CARD000540,ACC0000388,Debit,2021-09-29,2021-11-10,0.0,0.0,10292,No,Visa
CARD000541,ACC0000250,Debit,2023-07-26,2025-12-15,0.0,0.0,13528,Yes,American Express
CARD000542,ACC0000158,Credit,2018-07-18,2019-01-16,40899.97,1169.35,5784,No,American Express
CARD000543,ACC0000623,Credit,2024-02-08,2025-12-11,37822.23,27852.59,1171,No,Discover
CARD000544,ACC0000400,Credit,2022-08-01,2023-02-14,24024.9,14423.63,47484,No,Visa
CARD000545,ACC0000258,Credit,2021-06-27,2021-11-06,32185.21,5896.63,2170,No,Discover
CARD000546,ACC0000412,Debit,2019-07-23,2020-05-20,0.0,0.0,9034,No,Discover
CARD000547,ACC0000330,Debit,2022-01-06,2023-09-27,0.0,0.0,27631,No,Visa
CARD000548,ACC0000070,Credit,2024-05-02,2025-07-28,12029.15,9445.24,7350,No,Visa
CARD000549,ACC0000068,Credit,2023-11-23,2024-06-28,37391.38,29021.07,38559,No,Discover
CARD000550,ACC0000279,Credit,2022-12-08,2023-12-17,2905.48,1353.36,20484,No,Mastercard
CARD000551,ACC0000490,Debit,2022-12-09,2023-07-30,0.0,0.0,49521,No,Visa
CARD000552,ACC0000354,Debit,2021-08-24,2024-07-26,0.0,0.0,26479,No,Mastercard
CARD000553,ACC0000414,Credit,2022-07-29,2023-08-29,8586.03,4516.95,17527,No,American Express
CARD000554,ACC0000134,Credit,2020-04-09,2022-09-12,44697.54,25523.46,250,No,Discover
CARD000555,ACC0000691,Debit,2023-01-15,2023-02-13,0.0,0.0,6363,No,Visa
CARD000556,ACC0000374,Credit,2023-10-31,2025-04-25,10086.76,4222.92,1914,No,Mastercard
CARD000557,ACC0000598,Credit,2022-05-27,2023-05-28,21614.28,7152.03,15972,No,American Express
CARD000558,ACC0000588,Credit,2024-01-23,2024-04-17,40822.86,30648.37,1310,No,American Express
CARD000559,ACC0000448,Debit,2021-03-16,2021-05-19,0.0,0.0,41865,No,Mastercard
CARD000560,ACC0000276,Credit,2023-02-08,2024-07-18,4495.39,1827.2,49808,No,Discover
CARD000561,ACC0000511,Credit,2023-08-31,2025-02-19,43412.28,32285.27,637,No,Visa
CARD000562,ACC0000551,Credit,2023-04-19,2026-02-07,26518.49,7219.89,34383,Yes,Mastercard
CARD000563,ACC0000474,Credit,2019-01-22,2021-02-06,3210.07,1804.61,43784,No,Visa
CARD000564,ACC0000184,Debit,2023-06-17,2024-09-13,0.0,0.0,36800,No,Mastercard
