payment_id,loan_id,payment_date,scheduled_amount,paid_amount,principal_paid,interest_paid,penalty,days_late,payment_method,status
LP0000254,L000043,2021-04-30,4693.0,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000264,L000043,2021-05-30,4693.0,65577.28,63753.01,1683.48,140.79,10,Cheque,Late
LP0000027,L000043,2021-06-30,4693.0,4693.0,2885.33,1807.67,0.0,0,Bank Transfer,Paid
LP0000848,L000044,2022-01-03,5307.77,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000929,L000044,2022-02-03,5307.77,5307.77,3172.32,2135.45,0.0,0,Online Banking,Paid
LP0001576,L000044,2022-03-03,5307.77,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000256,L000044,2022-04-03,5307.77,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000635,L000044,2022-05-03,5307.77,5307.77,3569.21,1579.33,159.23,28,Cash,Late
LP0001306,L000045,2023-03-22,192.73,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0000190,L000045,2023-04-22,192.73,10274.83,10185.58,83.47,5.78,43,Debit Card,Late
LP0000772,L000045,2023-05-22,192.73,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001059,L000045,2023-06-22,192.73,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0000693,L000045,2023-07-22,192.73,22049.09,21976.44,66.87,5.78,8,Cash,Late
LP0001663,L000045,2023-08-22,192.73,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001586,L000045,2023-09-22,192.73,192.73,122.17,70.56,0.0,0,Bank Transfer,Paid
LP0000982,L000046,2023-07-22,985.61,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000068,L000046,2023-08-22,985.61,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000993,L000046,2023-09-22,985.61,985.61,621.72,363.89,0.0,0,Cash,Paid
LP0001006,L000046,2023-10-22,985.61,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001575,L000046,2023-11-22,985.61,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001238,L000046,2023-12-22,985.61,985.61,544.19,441.42,0.0,0,Cash,Paid
LP0001401,L000046,2024-01-22,985.61,985.61,583.29,402.32,0.0,0,Bank Transfer,Paid
LP0001855,L000046,2024-02-22,985.61,985.61,577.15,408.46,0.0,0,Cash,Paid
LP0001048,L000047,2023-09-01,3301.85,3301.85,1900.01,1302.78,99.06,5,Credit Card,Late
LP0000287,L000047,2023-10-01,3301.85,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000235,L000048,2023-02-25,5227.79,5227.79,3379.22,1691.74,156.83,38,Cheque,Late
LP0000297,L000048,2023-03-25,5227.79,5227.79,2990.69,2080.27,156.83,24,Cash,Late
LP0001659,L000048,2023-04-25,5227.79,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000154,L000048,2023-05-25,5227.79,5227.79,3097.04,2130.75,0.0,0,Debit Card,Paid
LP0000191,L000048,2023-06-25,5227.79,5227.79,3759.66,1311.3,156.83,12,Credit Card,Late
LP0000471,L000048,2023-07-25,5227.79,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000594,L000048,2023-08-25,5227.79,5227.79,3023.05,2047.91,156.83,42,Debit Card,Late
LP0000907,L000049,2021-07-03,43139.68,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001105,L000049,2021-08-03,43139.68,43139.68,29457.12,12388.37,1294.19,40,Credit Card,Late
LP0000409,L000049,2021-09-03,43139.68,43139.68,31133.93,10711.56,1294.19,7,Debit Card,Late
LP0000152,L000049,2021-10-03,43139.68,43139.68,27047.86,14797.63,1294.19,3,Debit Card,Late
LP0001279,L000049,2021-11-03,43139.68,43139.68,25482.52,17657.16,0.0,0,Online Banking,Paid
LP0001837,L000049,2021-12-03,43139.68,43139.68,23764.0,19375.68,0.0,0,Debit Card,Paid
LP0000276,L000049,2022-01-03,43139.68,43139.68,24394.17,18745.51,0.0,0,Online Banking,Paid
LP0001702,L000050,2021-05-21,311.63,311.63,206.28,96.0,9.35,40,Credit Card,Late
LP0000354,L000050,2021-06-21,311.63,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000662,L000050,2021-07-21,311.63,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000634,L000051,2021-09-04,1601.6,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000557,L000051,2021-10-04,1601.6,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001822,L000051,2021-11-04,1601.6,1601.6,1013.53,588.07,0.0,0,Cash,Paid
LP0001133,L000051,2021-12-04,1601.6,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001763,L000051,2022-01-04,1601.6,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000179,L000051,2022-02-04,1601.6,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0000788,L000051,2022-03-04,1601.6,1601.6,1025.1,528.45,48.05,8,Cheque,Late
LP0001170,L000051,2022-04-04,1601.6,1601.6,1171.64,429.96,0.0,0,Debit Card,Paid
LP0000317,L000051,2022-05-04,1601.6,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000122,L000052,2022-04-23,8979.31,0.0,0.0,0.0,0.0,0,Auto Debit,Pending
LP0001284,L000052,2022-05-23,8979.31,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000329,L000052,2022-06-23,8979.31,8979.31,5772.93,2937.0,269.38,7,Bank Transfer,Late
LP0001299,L000052,2022-07-23,8979.31,8979.31,5023.91,3955.4,0.0,0,Online Banking,Paid
LP0001217,L000052,2022-08-23,8979.31,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001864,L000052,2022-09-23,8979.31,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001001,L000052,2022-10-23,8979.31,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000328,L000052,2022-11-23,8979.31,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0000037,L000052,2022-12-23,8979.31,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001301,L000052,2023-01-23,8979.31,8979.31,5159.83,3819.48,0.0,0,Debit Card,Paid
LP0001694,L000052,2023-02-23,8979.31,8979.31,6494.14,2485.17,0.0,0,Debit Card,Paid
LP0000212,L000053,2023-08-03,1507.41,1507.41,901.66,605.75,0.0,0,Bank Transfer,Paid
LP0000818,L000053,2023-09-03,1507.41,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000790,L000053,2023-10-03,1507.41,1507.41,840.34,621.85,45.22,28,Cheque,Late
LP0000633,L000053,2023-11-03,1507.41,1507.41,893.14,614.27,0.0,0,Cheque,Paid
LP0001300,L000053,2023-12-03,1507.41,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000764,L000053,2024-01-03,1507.41,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001813,L000053,2024-02-03,1507.41,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001188,L000054,2023-09-07,2539.15,2539.15,1514.61,1024.54,0.0,0,Bank Transfer,Paid
LP0001296,L000054,2023-10-07,2539.15,2539.15,1712.37,750.61,76.17,30,Cash,Late
LP0000916,L000054,2023-11-07,2539.15,2539.15,1755.34,783.81,0.0,0,Cash,Paid
LP0000623,L000054,2023-12-07,2539.15,2539.15,1599.28,863.7,76.17,20,Cheque,Late
LP0000057,L000054,2024-01-07,2539.15,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001216,L000054,2024-02-07,2539.15,2539.15,1419.65,1043.33,76.17,7,Bank Transfer,Late
LP0000046,L000054,2024-03-07,2539.15,2539.15,1771.68,767.47,0.0,0,Cash,Paid
LP0000920,L000055,2023-04-16,1603.55,1603.55,1122.06,433.38,48.11,15,Cheque,Late
LP0000930,L000055,2023-05-16,1603.55,1603.55,921.0,682.55,0.0,0,Bank Transfer,Paid
LP0001628,L000055,2023-06-16,1603.55,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000204,L000055,2023-07-16,1603.55,1603.55,1124.64,478.91,0.0,0,Cash,Paid
LP0000145,L000055,2023-08-16,1603.55,1603.55,938.33,617.11,48.11,42,Cheque,Late
LP0001363,L000055,2023-09-16,1603.55,1603.55,1015.6,587.95,0.0,0,Online Banking,Paid
LP0000262,L000055,2023-10-16,1603.55,1603.55,925.04,630.4,48.11,38,Cheque,Late
LP0000481,L000055,2023-11-16,1603.55,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001472,L000055,2023-12-16,1603.55,1603.55,979.05,576.39,48.11,43,Debit Card,Late
LP0001030,L000056,2023-08-25,6099.63,6099.63,3465.29,2634.34,0.0,0,Bank Transfer,Paid
LP0001528,L000056,2023-09-25,6099.63,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000968,L000056,2023-10-25,6099.63,6099.63,4129.02,1970.61,0.0,0,Auto Debit,Paid
LP0001392,L000056,2023-11-25,6099.63,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001602,L000056,2023-12-25,6099.63,6099.63,3775.6,2324.03,0.0,0,Cheque,Paid
LP0000917,L000056,2024-01-25,6099.63,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000268,L000057,2023-10-08,952.6,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000093,L000057,2023-11-08,952.6,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001389,L000058,2024-01-23,808.97,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000845,L000058,2024-02-23,808.97,4033.06,3711.96,296.83,24.27,8,Cheque,Late
LP0001373,L000058,2024-03-23,808.97,4280.68,4070.61,210.07,0.0,0,Debit Card,Paid
LP0001835,L000058,2024-04-23,808.97,4443.91,4184.98,234.66,24.27,20,Debit Card,Late
LP0001949,L000058,2024-05-23,808.97,4219.82,3926.98,292.84,0.0,0,Online Banking,Paid
LP0001487,L000058,2024-06-23,808.97,4542.38,4298.35,219.76,24.27,22,Bank Transfer,Late
LP0000259,L000058,2024-07-23,808.97,4500.49,4250.12,226.1,24.27,22,Cash,Late
LP0001734,L000058,2024-08-23,808.97,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001818,L000058,2024-09-23,808.97,808.97,486.13,322.84,0.0,0,Cheque,Paid
LP0001101,L000059,2023-04-18,2107.22,2107.22,1291.31,815.91,0.0,0,Debit Card,Paid
LP0000155,L000059,2023-05-18,2107.22,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001116,L000059,2023-06-18,2107.22,2107.22,1375.26,731.96,0.0,0,Credit Card,Paid
LP0000085,L000059,2023-07-18,2107.22,2107.22,1461.31,645.91,0.0,0,Credit Card,Paid
LP0001610,L000059,2023-08-18,2107.22,2107.22,1551.95,555.27,0.0,0,Cheque,Paid
LP0001612,L000059,2023-09-18,2107.22,2107.22,1352.73,691.27,63.22,15,Online Banking,Late
LP0001099,L000059,2023-10-18,2107.22,2107.22,1198.74,908.48,0.0,0,Debit Card,Paid
LP0001980,L000059,2023-11-18,2107.22,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001755,L000059,2023-12-18,2107.22,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001292,L000059,2024-01-18,2107.22,2107.22,1523.33,520.67,63.22,2,Auto Debit,Late
LP0000853,L000060,2023-05-24,5146.63,76033.12,73925.95,2107.17,0.0,0,Cash,Paid
LP0001751,L000060,2023-06-24,5146.63,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0000002,L000060,2023-07-24,5146.63,88300.23,86877.73,1422.5,0.0,0,Bank Transfer,Paid
LP0001680,L000060,2023-08-24,5146.63,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001452,L000060,2023-09-24,5146.63,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0000146,L000060,2023-10-24,5146.63,5146.63,3700.81,1445.82,0.0,0,Cash,Paid
LP0001701,L000061,2023-10-15,13175.92,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001293,L000061,2023-11-15,13175.92,13175.92,8449.66,4726.26,0.0,0,Bank Transfer,Paid
LP0000785,L000061,2023-12-15,13175.92,13175.92,7970.64,4810.0,395.28,44,Debit Card,Late
LP0000638,L000061,2024-01-15,13175.92,13175.92,8115.61,4665.03,395.28,28,Auto Debit,Late
LP0000850,L000061,2024-02-15,13175.92,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000802,L000061,2024-03-15,13175.92,13175.92,8465.6,4315.04,395.28,34,Credit Card,Late
LP0001387,L000061,2024-04-15,13175.92,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001695,L000061,2024-05-15,13175.92,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000743,L000061,2024-06-15,13175.92,13175.92,7072.97,5707.67,395.28,31,Cash,Late
LP0001463,L000062,2022-02-03,1182.93,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000385,L000062,2022-03-03,1182.93,1182.93,664.22,518.71,0.0,0,Cheque,Paid
LP0001922,L000062,2022-04-03,1182.93,1182.93,817.28,330.16,35.49,44,Cheque,Late
LP0000849,L000062,2022-05-03,1182.93,1182.93,670.02,477.42,35.49,10,Debit Card,Late
LP0001193,L000062,2022-06-03,1182.93,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0001026,L000062,2022-07-03,1182.93,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001814,L000062,2022-08-03,1182.93,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001479,L000062,2022-09-03,1182.93,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001186,L000062,2022-10-03,1182.93,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0000433,L000062,2022-11-03,1182.93,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000711,L000062,2022-12-03,1182.93,1182.93,727.04,420.4,35.49,27,Credit Card,Late
LP0000643,L000062,2023-01-03,1182.93,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001000,L000062,2023-02-03,1182.93,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000529,L000063,2020-09-03,3577.37,4074.49,2718.28,1233.98,122.23,14,Cheque,Late
LP0001788,L000063,2020-10-03,3577.37,4074.49,2317.37,1634.89,122.23,20,Auto Debit,Late
LP0000548,L000063,2020-11-03,3577.37,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000951,L000063,2020-12-03,3577.37,4074.49,2460.65,1613.84,0.0,0,Cheque,Paid
LP0001749,L000063,2021-01-03,3577.37,4074.49,2405.03,1669.46,0.0,0,Cheque,Paid
LP0001942,L000063,2021-02-03,3577.37,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000414,L000063,2021-03-03,3577.37,4074.49,2190.72,1761.54,122.23,26,Debit Card,Late
LP0000080,L000063,2021-04-03,3577.37,4074.49,2962.94,989.32,122.23,23,Bank Transfer,Late
LP0001460,L000063,2021-05-03,3577.37,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001346,L000063,2021-06-03,3577.37,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000052,L000063,2021-07-03,3577.37,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001344,L000064,2023-07-27,4201.31,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000271,L000064,2023-08-27,4201.31,4201.31,2677.15,1398.12,126.04,18,Auto Debit,Late
LP0001719,L000064,2023-09-27,4201.31,4201.31,2583.78,1617.53,0.0,0,Bank Transfer,Paid
LP0001539,L000064,2023-10-27,4201.31,4201.31,2720.19,1355.08,126.04,40,Bank Transfer,Late
LP0000906,L000064,2023-11-27,4201.31,4201.31,2610.08,1591.23,0.0,0,Bank Transfer,Paid
LP0000033,L000065,2022-10-26,18329.24,18329.24,11649.69,6679.55,0.0,0,Debit Card,Paid
LP0001096,L000065,2022-11-26,18329.24,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000725,L000065,2022-12-26,18329.24,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001962,L000065,2023-01-26,18329.24,18329.24,10127.77,7651.59,549.88,17,Credit Card,Late
LP0001278,L000066,2023-09-09,349.81,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000760,L000066,2023-10-09,349.81,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0000746,L000066,2023-11-09,349.81,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001683,L000066,2023-12-09,349.81,349.81,187.93,151.39,10.49,43,Cash,Late
LP0001049,L000066,2024-01-09,349.81,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001840,L000067,2023-04-04,6324.44,6324.44,4620.58,1703.86,0.0,0,Cash,Paid
LP0001222,L000067,2023-05-04,6324.44,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0000216,L000067,2023-06-04,6324.44,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001590,L000068,2021-10-01,814.73,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001114,L000068,2021-11-01,814.73,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001522,L000068,2021-12-01,814.73,814.73,470.65,344.08,0.0,0,Credit Card,Paid
LP0000833,L000068,2022-01-01,814.73,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0000490,L000068,2022-02-01,814.73,814.73,448.93,341.36,24.44,3,Debit Card,Late
LP0000990,L000068,2022-03-01,814.73,814.73,568.67,246.06,0.0,0,Cash,Paid
LP0000927,L000068,2022-04-01,814.73,814.73,449.87,340.42,24.44,27,Credit Card,Late
LP0001704,L000069,2023-02-03,8600.84,8600.84,4956.92,3385.89,258.03,18,Debit Card,Late
LP0000349,L000069,2023-03-03,8600.84,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001868,L000069,2023-04-03,8600.84,8600.84,5206.16,3394.68,0.0,0,Debit Card,Paid
LP0000032,L000069,2023-05-03,8600.84,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000417,L000069,2023-06-03,8600.84,8600.84,4768.91,3831.93,0.0,0,Bank Transfer,Paid
LP0001263,L000070,2023-07-26,1423.66,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0001272,L000070,2023-08-26,1423.66,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000543,L000070,2023-09-26,1423.66,1423.66,1024.2,356.75,42.71,5,Bank Transfer,Late
LP0001304,L000070,2023-10-26,1423.66,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001147,L000070,2023-11-26,1423.66,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0001585,L000070,2023-12-26,1423.66,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001759,L000070,2024-01-26,1423.66,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001647,L000070,2024-02-26,1423.66,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001624,L000070,2024-03-26,1423.66,1423.66,1037.97,385.69,0.0,0,Debit Card,Paid
LP0000953,L000071,2020-09-06,8609.29,9935.25,6078.22,3857.03,0.0,0,Cash,Paid
LP0001791,L000071,2020-10-06,8609.29,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0000530,L000071,2020-11-06,8609.29,9935.25,6675.32,3259.93,0.0,0,Cheque,Paid
LP0000780,L000071,2020-12-06,8609.29,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000018,L000071,2021-01-06,8609.29,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000412,L000071,2021-02-06,8609.29,9935.25,6449.62,3187.57,298.06,27,Bank Transfer,Late
LP0000940,L000071,2021-03-06,8609.29,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000586,L000071,2021-04-06,8609.29,9935.25,7383.43,2551.82,0.0,0,Cash,Paid
LP0000682,L000071,2021-05-06,8609.29,9935.25,6732.45,2904.74,298.06,35,Bank Transfer,Late
LP0001405,L000071,2021-06-06,8609.29,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0000596,L000071,2021-07-06,8609.29,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001318,L000072,2020-10-22,799.06,1415.68,904.84,468.37,42.47,12,Bank Transfer,Late
LP0001164,L000072,2020-11-22,799.06,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000028,L000072,2020-12-22,799.06,1415.68,1027.71,387.97,0.0,0,Auto Debit,Paid
LP0001502,L000073,2024-01-23,887.51,887.51,662.7,224.81,0.0,0,Debit Card,Paid
LP0000137,L000073,2024-02-23,887.51,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0000781,L000073,2024-03-23,887.51,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001790,L000074,2021-12-11,4581.21,4581.21,2670.68,1910.53,0.0,0,Bank Transfer,Paid
LP0001442,L000074,2022-01-11,4581.21,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000736,L000074,2022-02-11,4581.21,4581.21,3377.33,1203.88,0.0,0,Cash,Paid
LP0000913,L000074,2022-03-11,4581.21,4581.21,2653.51,1927.7,0.0,0,Cheque,Paid
LP0001769,L000074,2022-04-11,4581.21,4581.21,2797.59,1646.18,137.44,19,Online Banking,Late
LP0000063,L000074,2022-05-11,4581.21,4581.21,2858.68,1585.09,137.44,28,Debit Card,Late
LP0000890,L000075,2022-11-25,3200.11,3200.11,2358.7,841.41,0.0,0,Online Banking,Paid
LP0001246,L000075,2022-12-25,3200.11,3200.11,2120.86,1079.25,0.0,0,Debit Card,Paid
LP0001347,L000075,2023-01-25,3200.11,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001254,L000075,2023-02-25,3200.11,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001080,L000075,2023-03-25,3200.11,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001396,L000075,2023-04-25,3200.11,3200.11,1853.61,1346.5,0.0,0,Auto Debit,Paid
LP0000498,L000075,2023-05-25,3200.11,0.0,0.0,0.0,0.0,0,Credit Card,Pending
LP0001050,L000075,2023-06-25,3200.11,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000330,L000076,2022-09-03,6345.84,23466.89,20867.74,2408.77,190.38,35,Auto Debit,Late
LP0000454,L000076,2022-10-03,6345.84,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001968,L000076,2022-11-03,6345.84,23426.77,20818.84,2607.93,0.0,0,Online Banking,Paid
LP0001439,L000076,2022-12-03,6345.84,22723.05,19961.12,2761.93,0.0,0,Credit Card,Paid
LP0000715,L000076,2023-01-03,6345.84,25978.37,23928.82,2049.55,0.0,0,Cheque,Paid
LP0001967,L000076,2023-02-03,6345.84,24601.68,22250.86,2160.44,190.38,38,Cheque,Late
LP0000159,L000076,2023-03-03,6345.84,43041.79,41064.82,1786.59,190.38,44,Bank Transfer,Late
LP0001206,L000076,2023-04-03,6345.84,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0001031,L000076,2023-05-03,6345.84,24477.75,22099.81,2377.94,0.0,0,Auto Debit,Paid
LP0000767,L000076,2023-06-03,6345.84,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001115,L000076,2023-07-03,6345.84,6345.84,4465.27,1880.57,0.0,0,Debit Card,Paid
LP0001886,L000077,2024-01-23,2712.22,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000577,L000077,2024-02-23,2712.22,2712.22,1577.08,1135.14,0.0,0,Cash,Paid
LP0001824,L000077,2024-03-23,2712.22,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0001009,L000077,2024-04-23,2712.22,2712.22,1911.86,800.36,0.0,0,Cash,Paid
LP0000842,L000077,2024-05-23,2712.22,2712.22,1540.86,1171.36,0.0,0,Bank Transfer,Paid
LP0000571,L000077,2024-06-23,2712.22,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0000044,L000078,2023-11-24,1700.3,40609.11,39885.26,672.84,51.01,32,Cheque,Late
LP0001754,L000078,2023-12-24,1700.3,46465.46,45888.58,576.88,0.0,0,Bank Transfer,Paid
LP0001940,L000078,2024-01-24,1700.3,0.0,0.0,0.0,0.0,0,Debit Card,Pending
LP0001089,L000078,2024-02-24,1700.3,0.0,0.0,0.0,0.0,0,Auto Debit,Pending
LP0001495,L000078,2024-03-24,1700.3,95608.83,95092.81,516.02,0.0,0,Bank Transfer,Paid
LP0001261,L000078,2024-04-24,1700.3,1700.3,1032.95,667.35,0.0,0,Cheque,Paid
LP0000657,L000079,2022-11-30,1997.57,1997.57,1121.07,876.5,0.0,0,Debit Card,Paid
LP0001291,L000079,2022-12-30,1997.57,1997.57,1212.12,785.45,0.0,0,Debit Card,Paid
LP0000983,L000079,2023-01-30,1997.57,1997.57,1366.26,571.38,59.93,31,Cash,Late
LP0000777,L000079,2023-02-28,1997.57,1997.57,1213.68,723.96,59.93,39,Bank Transfer,Late
LP0001423,L000079,2023-03-30,1997.57,0.0,0.0,0.0,0.0,0,Auto Debit,Missed
LP0000148,L000079,2023-04-30,1997.57,1997.57,1253.06,744.51,0.0,0,Credit Card,Paid
LP0000306,L000079,2023-05-30,1997.57,1997.57,1284.57,713.0,0.0,0,Debit Card,Paid
LP0000574,L000080,2023-12-24,3382.86,0.0,0.0,0.0,0.0,0,Bank Transfer,Missed
LP0001332,L000080,2024-01-24,3382.86,3382.86,2187.01,1195.85,0.0,0,Cheque,Paid
LP0000242,L000080,2024-02-24,3382.86,0.0,0.0,0.0,0.0,0,Credit Card,Missed
LP0001904,L000080,2024-03-24,3382.86,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0000397,L000081,2020-10-15,2034.59,8306.71,4925.52,3131.99,249.2,22,Cash,Late
LP0001587,L000081,2020-11-15,2034.59,8306.71,4705.94,3600.77,0.0,0,Debit Card,Paid
LP0001143,L000081,2020-12-15,2034.59,0.0,0.0,0.0,0.0,0,Cash,Missed
LP0000266,L000081,2021-01-15,2034.59,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0000291,L000081,2021-02-15,2034.59,8306.71,4991.35,3315.36,0.0,0,Bank Transfer,Paid
LP0001127,L000081,2021-03-15,2034.59,8306.71,6215.6,2091.11,0.0,0,Debit Card,Paid
LP0001180,L000081,2021-04-15,2034.59,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001370,L000081,2021-05-15,2034.59,0.0,0.0,0.0,0.0,0,Bank Transfer,Pending
LP0001212,L000081,2021-06-15,2034.59,0.0,0.0,0.0,0.0,0,Cheque,Pending
LP0001173,L000081,2021-07-15,2034.59,8306.71,5609.84,2696.87,0.0,0,Debit Card,Paid
LP0001126,L000082,2022-03-17,3594.32,6312.03,4313.49,1809.18,189.36,13,Cash,Late
LP0000265,L000082,2022-04-17,3594.32,6312.03,4140.69,2171.34,0.0,0,Cash,Paid
LP0000572,L000082,2022-05-17,3594.32,6312.03,3733.9,2388.77,189.36,15,Bank Transfer,Late
LP0000253,L000082,2022-06-17,3594.32,0.0,0.0,0.0,0.0,0,Debit Card,Missed
LP0001338,L000082,2022-07-17,3594.32,6312.03,4434.99,1877.04,0.0,0,Cheque,Paid
LP0001931,L000083,2020-07-22,4625.7,0.0,0.0,0.0,0.0,0,Online Banking,Pending
LP0001653,L000083,2020-08-22,4625.7,0.0,0.0,0.0,0.0,0,Cash,Pending
LP0001721,L000083,2020-09-22,4625.7,0.0,0.0,0.0,0.0,0,Online Banking,Missed
LP0001191,L000083,2020-10-22,4625.7,0.0,0.0,0.0,0.0,0,Cheque,Missed
LP0000923,L000083,2020-11-22,4625.7,19805.72,13883.1,5328.45,594.17,30,Bank Transfer,Late
