transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,channel,description,balance_after,status
TXN00002283,ACC0000183,2024-06-26,8:50:00,ATM Withdrawal,12924.63,ATM,Rent,40875.71,Pending
TXN00002334,ACC0000183,2024-08-03,14:26:00,Fee,915.03,Branch,Utility,39960.68,Completed
TXN00002905,ACC0000184,2023-04-12,11:37:00,Debit,10757.11,Online,Rent,916.46,Failed
TXN00004672,ACC0000184,2023-05-01,8:13:00,Fee,6469.92,Mobile,Utility,916.46,Pending
TXN00000981,ACC0000184,2023-07-12,16:22:00,Transfer,170.09,Wire Transfer,Investment,916.46,Failed
TXN00003483,ACC0000184,2023-07-28,21:11:00,Transfer,2989.8,Mobile,Transfer,916.46,Failed
TXN00002239,ACC0000184,2023-09-03,16:40:00,Interest,6200.88,Online,Investment,916.46,Pending
TXN00002429,ACC0000184,2023-09-22,8:00:00,Fee,755.84,Mobile,Utility,160.62,Completed
TXN00003575,ACC0000184,2024-08-16,17:49:00,Credit,4472.26,Mobile,Investment,4632.88,Completed
TXN00000307,ACC0000184,2024-10-07,8:15:00,Transfer,1415.18,Online,Investment,3217.7,Completed
TXN00001026,ACC0000185,2022-08-28,14:33:00,Debit,2793.24,Online,Rent,55000.71,Completed
TXN00002473,ACC0000185,2022-09-08,12:37:00,Interest,11621.01,Online,Investment,55000.71,Failed
TXN00003565,ACC0000185,2022-09-16,9:48:00,ATM Withdrawal,11236.03,ATM,Utility,55000.71,Failed
TXN00003081,ACC0000185,2022-09-19,13:59:00,Interest,12327.04,Online,Investment,67327.75,Completed
TXN00000874,ACC0000185,2022-09-22,13:13:00,Debit,7994.64,POS,Purchase,67327.75,Pending
TXN00000030,ACC0000185,2022-09-26,21:33:00,Transfer,1922.1,Branch,Investment,65405.65,Completed
TXN00002076,ACC0000185,2022-09-26,22:49:00,Fee,2259.91,Branch,Utility,65405.65,Pending
TXN00001458,ACC0000185,2022-09-27,14:17:00,Fee,7620.55,Online,Utility,65405.65,Failed
TXN00001102,ACC0000185,2022-10-06,18:05:00,ATM Withdrawal,14726.77,ATM,Rent,50678.88,Completed
TXN00000122,ACC0000185,2022-10-13,22:40:00,Interest,2600.67,Branch,Investment,53279.55,Completed
TXN00001355,ACC0000185,2022-10-17,18:59:00,Credit,8663.42,Mobile,Investment,61942.97,Completed
TXN00001993,ACC0000185,2022-10-20,20:13:00,ATM Withdrawal,11441.6,ATM,Rent,61942.97,Pending
TXN00001456,ACC0000186,2023-01-17,14:45:00,Fee,4896.92,Branch,Utility,33969.2,Completed
TXN00003267,ACC0000186,2023-04-05,11:21:00,Credit,11653.7,Online,Salary,33969.2,Failed
TXN00004556,ACC0000186,2023-11-30,10:38:00,Fee,5193.96,Online,Utility,33969.2,Failed
TXN00001855,ACC0000186,2023-12-31,19:28:00,Fee,2653.18,Online,Utility,31316.02,Completed
TXN00004987,ACC0000186,2024-05-09,8:40:00,Interest,12855.71,Online,Investment,31316.02,Failed
TXN00002699,ACC0000186,2024-09-19,10:32:00,ATM Withdrawal,9979.59,ATM,Purchase,21336.43,Completed
TXN00003239,ACC0000187,2022-04-28,12:19:00,Interest,8544.93,Online,Investment,40429.15,Failed
TXN00000443,ACC0000187,2022-06-20,18:46:00,Transfer,12372.89,Branch,Transfer,28056.26,Completed
TXN00002419,ACC0000187,2022-07-05,13:12:00,Credit,11857.03,Mobile,Investment,28056.26,Pending
TXN00004077,ACC0000187,2023-12-11,15:34:00,ATM Withdrawal,10827.98,ATM,Purchase,28056.26,Pending
TXN00004605,ACC0000187,2024-12-11,20:45:00,Transfer,257.42,Mobile,Transfer,28056.26,Pending
TXN00000083,ACC0000187,2024-12-18,21:59:00,Credit,158.3,Online,Investment,28056.26,Pending
TXN00002628,ACC0000188,2022-08-27,20:21:00,Debit,11308.09,POS,Purchase,28500.6,Failed
TXN00002897,ACC0000188,2022-11-04,14:41:00,Debit,3448.04,POS,Purchase,28500.6,Pending
TXN00004247,ACC0000188,2023-05-24,12:24:00,Credit,8335.47,Online,Refund,36836.07,Completed
TXN00003793,ACC0000188,2024-06-24,18:44:00,Debit,4761.71,Mobile,Rent,36836.07,Pending
TXN00001003,ACC0000188,2024-08-07,12:25:00,Debit,14941.59,Mobile,Rent,36836.07,Failed
TXN00002653,ACC0000189,2023-12-29,22:01:00,Credit,5261.87,Mobile,Refund,45383.47,Failed
TXN00004072,ACC0000189,2024-03-30,10:13:00,Transfer,6961.68,Mobile,Transfer,38421.79,Completed
TXN00004540,ACC0000189,2024-08-28,11:14:00,Transfer,13724.39,Mobile,Rent,38421.79,Pending
TXN00001320,ACC0000190,2022-02-19,10:09:00,ATM Withdrawal,3650.29,ATM,Utility,3770.52,Failed
TXN00000861,ACC0000190,2022-04-13,14:37:00,Credit,2057.73,Branch,Investment,3770.52,Pending
TXN00003135,ACC0000190,2022-07-13,9:57:00,Transfer,8059.07,Online,Investment,3770.52,Pending
TXN00001174,ACC0000190,2022-10-31,11:32:00,Fee,4406.67,Mobile,Utility,3770.52,Failed
TXN00002918,ACC0000190,2022-11-22,18:13:00,Interest,8106.58,Online,Investment,3770.52,Failed
TXN00003952,ACC0000190,2023-07-17,11:39:00,Credit,5717.94,Online,Investment,3770.52,Failed
TXN00003566,ACC0000190,2023-09-04,11:12:00,Fee,12372.47,Branch,Utility,3770.52,Failed
TXN00003068,ACC0000190,2023-09-18,21:18:00,Debit,1920.3,Online,Purchase,1850.22,Completed
TXN00003832,ACC0000190,2023-12-27,10:56:00,Credit,9777.31,Online,Investment,1850.22,Pending
TXN00003256,ACC0000190,2024-01-16,12:57:00,Interest,10081.46,Online,Investment,1850.22,Failed
TXN00003063,ACC0000190,2024-02-29,8:33:00,Transfer,1996.23,Mobile,Transfer,1850.22,Pending
TXN00003918,ACC0000191,2022-08-28,9:40:00,Transfer,7136.2,Online,Rent,43203.48,Pending
TXN00003272,ACC0000191,2022-09-15,17:50:00,ATM Withdrawal,1237.92,ATM,Utility,43203.48,Pending
TXN00002622,ACC0000191,2023-01-21,11:03:00,Transfer,2989.85,Branch,Rent,40213.63,Completed
TXN00002148,ACC0000191,2023-02-19,11:08:00,Fee,13145.63,Mobile,Utility,40213.63,Pending
TXN00001184,ACC0000191,2023-10-13,8:52:00,ATM Withdrawal,7116.61,ATM,Utility,33097.02,Completed
TXN00000631,ACC0000191,2023-10-27,13:02:00,Debit,14819.61,Mobile,Utility,33097.02,Pending
TXN00000563,ACC0000191,2024-02-24,18:22:00,Transfer,6879.09,Mobile,Investment,33097.02,Failed
TXN00000484,ACC0000192,2022-05-03,9:45:00,ATM Withdrawal,12360.32,ATM,Rent,993.01,Pending
TXN00000712,ACC0000192,2022-06-22,13:48:00,ATM Withdrawal,6247.74,ATM,Purchase,993.01,Failed
TXN00002490,ACC0000192,2022-08-28,17:30:00,Transfer,7299.35,Branch,Rent,993.01,Failed
TXN00004041,ACC0000192,2023-03-15,17:31:00,ATM Withdrawal,3896.3,ATM,Rent,993.01,Failed
TXN00000755,ACC0000192,2023-05-02,13:38:00,Debit,5913.71,Online,Utility,993.01,Failed
TXN00001617,ACC0000192,2023-08-01,11:06:00,Transfer,10088.71,Mobile,Transfer,993.01,Pending
TXN00004228,ACC0000192,2023-10-18,16:16:00,Debit,400.22,Mobile,Rent,592.79,Completed
TXN00000415,ACC0000192,2024-02-22,13:00:00,Interest,5001.76,Online,Investment,592.79,Failed
TXN00004289,ACC0000192,2024-04-28,19:17:00,Interest,9868.73,Online,Investment,592.79,Pending
TXN00000354,ACC0000192,2024-06-12,12:53:00,Fee,4910.26,Online,Utility,592.79,Failed
TXN00000114,ACC0000193,2023-02-15,21:08:00,ATM Withdrawal,9203.31,ATM,Rent,43420.19,Pending
TXN00002324,ACC0000193,2023-09-04,16:26:00,Interest,5420.4,Online,Investment,48840.59,Completed
TXN00004406,ACC0000193,2024-03-11,11:01:00,Interest,11731.01,Branch,Investment,60571.6,Completed
TXN00001690,ACC0000193,2024-08-28,17:22:00,ATM Withdrawal,2981.34,ATM,Purchase,60571.6,Pending
TXN00000950,ACC0000193,2024-11-12,17:55:00,Transfer,2315.91,Wire Transfer,Rent,60571.6,Failed
TXN00004377,ACC0000193,2024-12-28,10:51:00,Interest,11946.69,Online,Investment,60571.6,Failed
TXN00002075,ACC0000194,2022-02-25,9:40:00,Interest,4233.21,Branch,Investment,66756.52,Failed
TXN00003523,ACC0000194,2022-06-28,16:42:00,ATM Withdrawal,14875.23,ATM,Purchase,66756.52,Pending
TXN00002135,ACC0000194,2023-02-18,21:49:00,Credit,2107.91,Mobile,Investment,66756.52,Failed
TXN00001442,ACC0000194,2023-05-16,22:45:00,Transfer,1240.95,Online,Investment,65515.57,Completed
TXN00001842,ACC0000194,2023-09-24,12:17:00,Credit,1668.56,Online,Salary,65515.57,Failed
TXN00003927,ACC0000194,2023-10-10,11:15:00,Interest,13835.44,Online,Investment,65515.57,Pending
TXN00002750,ACC0000194,2023-10-11,22:23:00,Fee,11904.32,Online,Utility,65515.57,Pending
TXN00004295,ACC0000194,2023-10-13,8:36:00,Interest,9302.78,Branch,Investment,65515.57,Pending
TXN00004268,ACC0000194,2024-05-25,15:44:00,Fee,8780.73,Online,Utility,56734.84,Completed
TXN00002580,ACC0000194,2024-10-21,14:12:00,Debit,6332.63,POS,Purchase,50402.21,Completed
TXN00000377,ACC0000195,2023-07-14,9:47:00,ATM Withdrawal,780.79,ATM,Rent,6351.14,Failed
TXN00003308,ACC0000195,2023-09-11,20:18:00,Transfer,173.3,Online,Investment,6351.14,Pending
TXN00001149,ACC0000195,2024-04-21,16:28:00,Interest,8008.4,Online,Investment,6351.14,Failed
TXN00004398,ACC0000195,2024-07-15,15:13:00,Fee,9921.52,Mobile,Utility,6351.14,Pending
TXN00004434,ACC0000195,2024-07-19,18:34:00,Debit,1596.77,Mobile,Rent,6351.14,Failed
TXN00003695,ACC0000195,2024-08-27,13:45:00,Transfer,4780.91,Wire Transfer,Investment,1570.23,Completed
TXN00002937,ACC0000195,2024-10-03,13:41:00,Transfer,1332.35,Online,Investment,237.88,Completed
TXN00004431,ACC0000195,2024-11-06,8:00:00,ATM Withdrawal,187.63,ATM,Utility,50.25,Completed
TXN00004458,ACC0000196,2022-10-25,15:02:00,Transfer,6157.42,Wire Transfer,Transfer,29892.21,Completed
TXN00001738,ACC0000196,2022-12-20,9:51:00,Credit,11265.51,Online,Refund,29892.21,Pending
TXN00002369,ACC0000196,2023-03-11,11:56:00,Debit,6242.24,Online,Purchase,29892.21,Failed
TXN00000966,ACC0000196,2023-04-24,11:56:00,Interest,10139.14,Branch,Investment,29892.21,Failed
TXN00004157,ACC0000196,2023-09-18,21:02:00,Credit,6401.63,Online,Salary,36293.84,Completed
TXN00001402,ACC0000196,2023-11-27,13:40:00,Transfer,10303.76,Wire Transfer,Transfer,36293.84,Pending
TXN00000331,ACC0000196,2024-02-09,14:42:00,Fee,10322.12,Online,Utility,36293.84,Failed
TXN00000279,ACC0000196,2024-06-11,22:54:00,Fee,10505.86,Branch,Utility,36293.84,Failed
TXN00004918,ACC0000196,2024-10-22,11:54:00,ATM Withdrawal,5827.35,ATM,Rent,30466.49,Completed
TXN00003233,ACC0000196,2024-11-22,13:32:00,Interest,5866.79,Online,Investment,30466.49,Pending
TXN00002593,ACC0000197,2022-11-10,16:55:00,Fee,2841.89,Online,Utility,42966.84,Failed
TXN00004870,ACC0000197,2022-11-19,8:33:00,Interest,1937.1,Branch,Investment,42966.84,Pending
TXN00000363,ACC0000197,2022-11-25,21:28:00,Interest,2140.6,Online,Investment,45107.44,Completed
TXN00000566,ACC0000197,2023-02-12,11:52:00,Transfer,9299.07,Wire Transfer,Investment,45107.44,Pending
TXN00002221,ACC0000197,2023-05-02,17:41:00,Interest,5443.25,Online,Investment,50550.69,Completed
TXN00003554,ACC0000197,2023-12-04,11:23:00,Fee,5097.36,Branch,Utility,50550.69,Pending
TXN00004132,ACC0000197,2024-03-27,22:03:00,Interest,1605.51,Branch,Investment,52156.2,Completed
TXN00000725,ACC0000197,2024-09-16,15:02:00,Debit,6698.01,Online,Purchase,52156.2,Failed
TXN00004334,ACC0000197,2024-12-24,18:44:00,ATM Withdrawal,13616.89,ATM,Rent,38539.31,Completed
TXN00004302,ACC0000198,2024-06-08,10:34:00,ATM Withdrawal,7543.45,ATM,Utility,35863.86,Failed
TXN00002566,ACC0000198,2024-06-16,8:47:00,Interest,2852.59,Branch,Investment,35863.86,Pending
TXN00001942,ACC0000198,2024-06-21,12:51:00,Fee,12535.94,Online,Utility,35863.86,Failed
TXN00001225,ACC0000199,2022-03-12,16:33:00,Fee,4820.28,Branch,Utility,73287.46,Completed
TXN00002770,ACC0000199,2022-10-01,17:52:00,Interest,1089.53,Online,Investment,73287.46,Failed
TXN00000118,ACC0000199,2023-07-31,15:36:00,Credit,4589.09,Mobile,Salary,73287.46,Failed
TXN00000837,ACC0000199,2023-07-31,8:56:00,ATM Withdrawal,14990.95,ATM,Utility,73287.46,Pending
TXN00000647,ACC0000199,2023-08-04,11:38:00,Debit,13344.55,POS,Utility,73287.46,Failed
TXN00002379,ACC0000199,2024-01-24,9:09:00,Transfer,12409.63,Branch,Transfer,60877.83,Completed
TXN00001888,ACC0000199,2024-09-15,17:50:00,Credit,7253.92,Online,Investment,68131.75,Completed
TXN00001158,ACC0000200,2022-11-08,9:43:00,Interest,14260.89,Branch,Investment,52522.3,Failed
TXN00002275,ACC0000200,2023-01-19,9:54:00,Debit,6751.77,Online,Rent,45770.53,Completed
TXN00002507,ACC0000200,2023-02-24,17:28:00,Fee,10269.86,Online,Utility,35500.67,Completed
TXN00000748,ACC0000200,2023-05-30,20:12:00,Transfer,10557.56,Mobile,Rent,35500.67,Failed
TXN00000376,ACC0000200,2023-12-07,14:32:00,Fee,10226.0,Online,Utility,35500.67,Failed
TXN00002550,ACC0000200,2024-01-25,10:45:00,Transfer,731.96,Branch,Investment,35500.67,Failed
TXN00001713,ACC0000200,2024-03-26,18:12:00,Credit,8092.15,Online,Salary,43592.82,Completed
TXN00003628,ACC0000200,2024-04-29,12:21:00,ATM Withdrawal,8193.03,ATM,Utility,43592.82,Pending
TXN00001956,ACC0000200,2024-05-10,11:33:00,ATM Withdrawal,9594.54,ATM,Utility,43592.82,Pending
TXN00004376,ACC0000200,2024-08-16,16:22:00,Transfer,9665.54,Branch,Transfer,43592.82,Pending
TXN00003894,ACC0000201,2023-07-14,18:08:00,Credit,2273.14,Branch,Salary,3550.59,Completed
TXN00002131,ACC0000201,2024-05-17,12:19:00,Credit,11151.7,Mobile,Salary,3550.59,Pending
TXN00001205,ACC0000201,2024-05-24,15:52:00,Transfer,2843.86,Wire Transfer,Rent,706.73,Completed
TXN00004919,ACC0000201,2024-06-06,14:03:00,Fee,519.98,Online,Utility,186.75,Completed
TXN00000289,ACC0000201,2024-08-03,14:32:00,Debit,13604.98,Online,Utility,186.75,Failed
TXN00000997,ACC0000201,2024-08-31,8:17:00,ATM Withdrawal,13359.56,ATM,Rent,186.75,Pending
TXN00004507,ACC0000201,2024-12-02,8:58:00,Credit,1936.46,Online,Salary,2123.21,Completed
TXN00002883,ACC0000201,2024-12-07,22:36:00,ATM Withdrawal,12533.8,ATM,Rent,2123.21,Failed
TXN00004993,ACC0000202,2022-04-01,20:14:00,ATM Withdrawal,7325.84,ATM,Rent,47373.41,Pending
TXN00002754,ACC0000202,2023-02-19,21:47:00,Interest,3522.05,Online,Investment,47373.41,Failed
TXN00003418,ACC0000202,2024-01-11,13:51:00,Interest,5275.57,Online,Investment,47373.41,Failed
TXN00002981,ACC0000202,2024-07-05,13:09:00,ATM Withdrawal,23.07,ATM,Utility,47373.41,Pending
TXN00002009,ACC0000202,2024-07-07,10:00:00,ATM Withdrawal,13098.23,ATM,Rent,47373.41,Failed
TXN00003538,ACC0000202,2024-09-19,20:07:00,Fee,6206.93,Branch,Utility,41166.48,Completed
TXN00003188,ACC0000202,2024-11-02,18:39:00,ATM Withdrawal,10781.93,ATM,Rent,41166.48,Failed
TXN00000075,ACC0000203,2023-05-03,19:25:00,Debit,800.78,Online,Rent,52497.01,Completed
TXN00000881,ACC0000203,2023-05-22,10:09:00,ATM Withdrawal,4335.17,ATM,Utility,52497.01,Pending
TXN00003704,ACC0000203,2024-01-21,12:23:00,Credit,8986.32,Branch,Salary,61483.33,Completed
TXN00001445,ACC0000203,2024-04-02,21:02:00,Debit,12361.15,Online,Utility,61483.33,Pending
TXN00004994,ACC0000203,2024-07-01,15:46:00,ATM Withdrawal,8001.05,ATM,Utility,61483.33,Pending
TXN00000496,ACC0000203,2024-11-14,18:03:00,ATM Withdrawal,2035.46,ATM,Rent,61483.33,Failed
TXN00004161,ACC0000204,2024-02-15,18:59:00,Debit,6463.09,Online,Purchase,42168.04,Completed
TXN00000908,ACC0000204,2024-02-25,18:21:00,Credit,12418.84,Mobile,Salary,54586.88,Completed
TXN00004214,ACC0000204,2024-06-09,9:30:00,Debit,4777.32,Online,Rent,54586.88,Pending
TXN00000169,ACC0000204,2024-07-24,11:12:00,Interest,5387.52,Online,Investment,59974.4,Completed
TXN00000087,ACC0000204,2024-07-29,11:20:00,Credit,12597.65,Mobile,Investment,59974.4,Pending
TXN00004162,ACC0000204,2024-09-23,12:23:00,Fee,7261.24,Online,Utility,59974.4,Failed
TXN00000340,ACC0000204,2024-12-11,20:26:00,Transfer,14627.15,Wire Transfer,Investment,59974.4,Pending
TXN00004879,ACC0000204,2024-12-26,10:32:00,Fee,2549.19,Branch,Utility,59974.4,Failed
TXN00000547,ACC0000204,2025-02-22,20:56:00,Debit,6709.7,POS,Rent,59974.4,Pending
TXN00002582,ACC0000205,2022-06-11,11:21:00,Debit,8126.43,Mobile,Utility,14161.34,Pending
TXN00001778,ACC0000205,2022-10-17,17:30:00,Transfer,5412.73,Wire Transfer,Investment,8748.61,Completed
TXN00000412,ACC0000205,2023-06-28,20:05:00,Transfer,6010.18,Mobile,Transfer,2738.43,Completed
TXN00004911,ACC0000205,2023-08-02,17:32:00,Debit,8261.47,Online,Utility,2738.43,Pending
TXN00001129,ACC0000205,2023-11-10,9:03:00,ATM Withdrawal,1979.57,ATM,Utility,2738.43,Failed
TXN00004854,ACC0000205,2024-01-21,13:19:00,Credit,748.12,Mobile,Investment,2738.43,Failed
TXN00002092,ACC0000205,2024-06-15,20:29:00,ATM Withdrawal,2308.76,ATM,Utility,2738.43,Pending
TXN00002741,ACC0000205,2024-08-23,16:47:00,ATM Withdrawal,12394.78,ATM,Utility,2738.43,Failed
TXN00000214,ACC0000205,2024-11-19,13:02:00,Transfer,1194.41,Online,Transfer,1544.02,Completed
TXN00000145,ACC0000206,2022-06-22,19:33:00,Transfer,4256.28,Mobile,Investment,19311.06,Completed
TXN00001725,ACC0000206,2022-07-20,10:04:00,Fee,5977.88,Online,Utility,13333.18,Completed
TXN00000190,ACC0000206,2023-06-17,18:33:00,Transfer,8375.14,Wire Transfer,Rent,13333.18,Pending
TXN00000420,ACC0000206,2024-09-30,18:21:00,Fee,3777.05,Mobile,Utility,13333.18,Pending
TXN00001252,ACC0000207,2022-04-19,20:59:00,Debit,3621.82,Online,Utility,23950.65,Pending
TXN00000292,ACC0000207,2022-12-22,13:45:00,Interest,3778.18,Online,Investment,23950.65,Pending
TXN00004926,ACC0000207,2023-08-12,11:44:00,Debit,1256.47,Online,Purchase,23950.65,Pending
TXN00003891,ACC0000207,2023-10-30,12:09:00,Credit,12709.44,Mobile,Refund,36660.09,Completed
TXN00001954,ACC0000207,2024-02-08,9:57:00,Fee,8071.62,Branch,Utility,36660.09,Failed
TXN00003911,ACC0000207,2024-02-10,16:06:00,Debit,289.02,Mobile,Rent,36660.09,Failed
TXN00002663,ACC0000207,2024-07-18,14:18:00,Debit,5621.83,Online,Purchase,36660.09,Pending
TXN00004258,ACC0000207,2024-08-02,17:27:00,Transfer,7774.91,Wire Transfer,Transfer,36660.09,Failed
TXN00001386,ACC0000208,2022-01-15,9:57:00,Debit,2868.7,POS,Purchase,4088.87,Completed
TXN00000002,ACC0000208,2022-04-13,9:42:00,Fee,1436.21,Branch,Utility,4088.87,Pending
TXN00000237,ACC0000208,2023-02-07,21:18:00,Debit,13182.99,Mobile,Rent,4088.87,Failed
TXN00002328,ACC0000208,2023-10-09,19:42:00,Fee,7190.7,Online,Utility,4088.87,Failed
TXN00000073,ACC0000209,2023-11-16,10:20:00,ATM Withdrawal,3912.84,ATM,Utility,23472.5,Failed
TXN00002547,ACC0000209,2023-12-05,19:42:00,ATM Withdrawal,5350.09,ATM,Rent,18122.41,Completed
TXN00001558,ACC0000209,2023-12-20,20:02:00,Debit,10667.85,POS,Utility,18122.41,Pending
TXN00002787,ACC0000209,2024-01-02,16:51:00,Credit,3642.17,Mobile,Refund,18122.41,Pending
TXN00004478,ACC0000209,2024-03-28,17:19:00,Interest,13578.32,Branch,Investment,18122.41,Pending
TXN00000402,ACC0000209,2024-04-12,18:56:00,Transfer,2796.45,Mobile,Transfer,18122.41,Failed
TXN00003859,ACC0000209,2024-04-13,9:47:00,Fee,8618.12,Branch,Utility,9504.29,Completed
TXN00000208,ACC0000210,2022-08-29,22:13:00,Fee,10325.36,Mobile,Utility,77712.3,Failed
TXN00002768,ACC0000210,2022-10-21,10:36:00,ATM Withdrawal,7076.5,ATM,Purchase,77712.3,Pending
TXN00003802,ACC0000210,2022-11-20,10:34:00,Debit,2533.25,Mobile,Rent,75179.05,Completed
TXN00004563,ACC0000210,2022-11-26,14:49:00,Fee,562.73,Branch,Utility,74616.32,Completed
TXN00000796,ACC0000210,2022-11-27,11:10:00,ATM Withdrawal,12814.67,ATM,Purchase,74616.32,Pending
TXN00000719,ACC0000210,2023-01-31,14:55:00,Interest,2039.51,Branch,Investment,76655.83,Completed
TXN00002862,ACC0000210,2023-04-17,20:27:00,Transfer,8437.39,Online,Rent,76655.83,Failed
TXN00000197,ACC0000210,2023-05-28,22:57:00,Fee,11463.94,Branch,Utility,76655.83,Failed
TXN00001136,ACC0000210,2023-10-04,9:45:00,ATM Withdrawal,13188.56,ATM,Utility,76655.83,Pending
TXN00003567,ACC0000210,2024-01-23,9:08:00,ATM Withdrawal,6727.63,ATM,Purchase,76655.83,Pending
TXN00000671,ACC0000210,2024-03-26,12:14:00,Credit,11735.0,Mobile,Investment,88390.83,Completed
TXN00002031,ACC0000210,2024-05-12,21:05:00,Fee,14975.25,Branch,Utility,88390.83,Pending
TXN00004888,ACC0000211,2023-11-25,9:28:00,Debit,10769.45,Mobile,Utility,35656.24,Pending
TXN00002554,ACC0000211,2024-03-02,12:44:00,Transfer,1343.57,Branch,Transfer,34312.67,Completed
TXN00004307,ACC0000211,2024-03-08,9:34:00,Fee,4552.27,Online,Utility,34312.67,Pending
TXN00004812,ACC0000211,2024-05-08,19:52:00,Interest,13412.61,Branch,Investment,34312.67,Failed
TXN00003855,ACC0000211,2024-07-23,15:21:00,Interest,9953.76,Branch,Investment,44266.43,Completed
TXN00004285,ACC0000211,2024-08-10,8:50:00,Credit,13437.54,Online,Investment,57703.97,Completed
TXN00003149,ACC0000211,2024-09-26,12:24:00,Debit,14413.08,POS,Utility,43290.89,Completed
TXN00003340,ACC0000211,2024-10-09,17:12:00,ATM Withdrawal,199.05,ATM,Rent,43290.89,Failed
TXN00004714,ACC0000211,2024-10-20,10:02:00,Fee,6186.59,Online,Utility,37104.3,Completed
TXN00002053,ACC0000211,2024-12-22,17:47:00,Transfer,77.55,Mobile,Transfer,37026.75,Completed
TXN00000634,ACC0000212,2022-03-30,9:08:00,ATM Withdrawal,9302.21,ATM,Utility,55088.58,Failed
TXN00001104,ACC0000212,2024-03-31,12:46:00,Interest,2244.93,Online,Investment,57333.51,Completed
TXN00000503,ACC0000212,2024-11-17,20:45:00,Transfer,14513.12,Online,Investment,57333.51,Pending
TXN00000101,ACC0000213,2022-08-31,20:24:00,Debit,2205.41,POS,Purchase,11629.39,Pending
TXN00000406,ACC0000213,2022-11-15,16:06:00,ATM Withdrawal,9584.93,ATM,Rent,2044.46,Completed
TXN00002752,ACC0000213,2022-11-26,19:50:00,Transfer,901.04,Branch,Rent,1143.42,Completed
TXN00001633,ACC0000213,2023-10-26,11:00:00,Interest,3382.6,Branch,Investment,1143.42,Failed
TXN00003865,ACC0000213,2024-06-01,20:04:00,Debit,1273.16,Online,Purchase,1143.42,Failed
TXN00003950,ACC0000214,2022-09-22,16:18:00,Debit,3249.89,Mobile,Rent,4010.44,Failed
TXN00003039,ACC0000214,2022-09-25,10:28:00,Debit,2433.9,POS,Purchase,4010.44,Pending
TXN00003875,ACC0000214,2023-03-30,13:17:00,ATM Withdrawal,14133.14,ATM,Purchase,4010.44,Pending
TXN00003388,ACC0000214,2023-09-21,13:38:00,Debit,2394.86,POS,Rent,1615.58,Completed
TXN00001854,ACC0000214,2024-07-19,15:28:00,Credit,10158.39,Online,Salary,1615.58,Pending
TXN00002139,ACC0000214,2024-07-29,14:34:00,Transfer,12565.55,Wire Transfer,Rent,1615.58,Failed
TXN00001163,ACC0000214,2024-09-20,11:10:00,Interest,14106.78,Branch,Investment,15722.36,Completed
TXN00003608,ACC0000215,2022-06-24,22:50:00,Transfer,10717.17,Online,Investment,6694.68,Completed
TXN00001669,ACC0000215,2022-09-27,11:06:00,Debit,9092.97,Online,Utility,6694.68,Pending
TXN00003549,ACC0000215,2023-01-08,14:33:00,Transfer,2517.22,Branch,Rent,4177.46,Completed
TXN00004858,ACC0000215,2023-05-09,20:49:00,Debit,1536.42,Online,Utility,2641.04,Completed
TXN00002235,ACC0000215,2023-07-06,14:51:00,Credit,658.4,Online,Refund,2641.04,Failed
TXN00001424,ACC0000215,2024-04-15,14:21:00,Fee,132.53,Online,Utility,2508.51,Completed
TXN00004662,ACC0000215,2024-10-01,22:44:00,Debit,2503.51,Mobile,Utility,5.0,Completed
TXN00000971,ACC0000216,2023-07-24,10:34:00,ATM Withdrawal,2617.29,ATM,Purchase,4330.4,Pending
TXN00003839,ACC0000216,2023-09-10,19:17:00,Interest,7608.51,Online,Investment,4330.4,Failed
TXN00003393,ACC0000216,2024-01-11,20:50:00,Transfer,1883.54,Online,Transfer,2446.86,Completed
TXN00002956,ACC0000216,2024-02-25,11:50:00,Interest,9517.27,Branch,Investment,11964.13,Completed
TXN00002903,ACC0000216,2024-04-25,12:29:00,Fee,298.6,Branch,Utility,11964.13,Failed
TXN00004287,ACC0000217,2022-11-27,11:53:00,Credit,12481.81,Online,Investment,10208.47,Failed
TXN00004514,ACC0000217,2023-08-10,17:41:00,Credit,402.85,Online,Salary,10208.47,Failed
TXN00003148,ACC0000217,2023-09-06,14:12:00,Debit,9775.67,Mobile,Utility,10208.47,Pending
TXN00001316,ACC0000217,2024-04-23,19:47:00,Transfer,4504.25,Branch,Investment,10208.47,Pending
TXN00004769,ACC0000217,2024-08-29,15:49:00,Fee,9438.97,Online,Utility,10208.47,Pending
TXN00003074,ACC0000217,2024-11-11,22:29:00,Interest,12171.9,Online,Investment,22380.37,Completed
TXN00002579,ACC0000218,2023-03-02,8:53:00,Debit,11109.49,Mobile,Purchase,9002.56,Completed
TXN00003796,ACC0000218,2023-07-19,20:53:00,Transfer,5485.19,Branch,Rent,3517.37,Completed
TXN00001982,ACC0000218,2023-07-31,11:13:00,Interest,2496.06,Branch,Investment,3517.37,Pending
TXN00004966,ACC0000218,2023-08-04,12:09:00,Debit,3512.37,POS,Utility,5.0,Completed
TXN00003645,ACC0000218,2023-11-09,19:19:00,Credit,9755.99,Branch,Salary,9760.99,Completed
TXN00001973,ACC0000218,2024-02-10,8:37:00,Credit,12952.76,Mobile,Investment,9760.99,Failed
TXN00002725,ACC0000218,2024-03-21,22:43:00,Credit,13112.77,Branch,Salary,22873.76,Completed
